Date,VTI,VXUS,VMLUX,VWIUX,VWLUX
1/2/2002,53.13,,10.86,13.28,10.99
1/3/2002,53.7,,10.87,13.29,11
1/4/2002,54.05,,10.88,13.3,11.01
1/7/2002,53.7,,10.88,13.31,11.02
1/8/2002,53.55,,10.90,13.35,11.06
1/9/2002,53.37,,10.91,13.37,11.08
1/10/2002,53.33,,10.92,13.4,11.12
1/11/2002,52.88,,10.94,13.42,11.15
1/14/2002,52.47,,10.95,13.45,11.19
1/15/2002,52.83,,10.95,13.47,11.2
1/16/2002,51.95,,10.98,13.51,11.23
1/17/2002,52.49,,10.97,13.49,11.21
1/18/2002,52.01,,10.96,13.48,11.19
1/22/2002,51.6,,10.96,13.47,11.18
1/23/2002,52.05,,10.96,13.47,11.17
1/24/2002,52.28,,10.95,13.44,11.14
1/25/2002,52.36,,10.94,13.43,11.12
1/28/2002,52.32,,10.93,13.42,11.12
1/29/2002,51.02,,10.92,13.41,11.12
1/30/2002,51.5,,10.92,13.41,11.13
1/31/2002,52.24,,10.92,13.42,11.13
2/1/2002,51.93,,10.92,13.41,11.13
2/4/2002,50.68,,10.91,13.4,11.14
2/5/2002,50.5,,10.92,13.42,11.15
2/6/2002,50.16,,10.93,13.43,11.17
2/7/2002,49.95,,10.93,13.43,11.16
2/8/2002,50.67,,10.93,13.43,11.16
2/11/2002,51.37,,10.93,13.43,11.16
2/12/2002,51.24,,10.93,13.43,11.16
2/13/2002,51.72,,10.93,13.42,11.14
2/14/2002,51.65,,10.93,13.42,11.15
2/15/2002,51.09,,10.93,13.44,11.17
2/19/2002,50.14,,10.93,13.44,11.17
2/20/2002,50.76,,10.93,13.44,11.17
2/21/2002,49.95,,10.94,13.46,11.19
2/22/2002,50.32,,10.96,13.49,11.22
2/25/2002,51.21,,10.96,13.49,11.22
2/26/2002,51.38,,10.96,13.5,11.22
2/27/2002,51.2,,10.96,13.5,11.23
2/28/2002,51.32,,10.97,13.51,11.24
3/1/2002,52.35,,10.96,13.49,11.21
3/4/2002,53.33,,10.95,13.46,11.18
3/5/2002,53.03,,10.94,13.46,11.18
3/6/2002,53.8,,10.95,13.46,11.18
3/7/2002,53.57,,10.93,13.42,11.13
3/8/2002,53.97,,10.90,13.37,11.07
3/11/2002,54.15,,10.89,13.36,11.07
3/12/2002,54.04,,10.88,13.34,11.05
3/13/2002,53.54,,10.87,13.34,11.05
3/14/2002,53.49,,10.85,13.31,11.02
3/15/2002,53.96,,10.85,13.31,11.02
3/18/2002,54,,10.85,13.3,11.02
3/19/2002,54.25,,10.84,13.3,11.02
3/20/2002,53.38,,10.83,13.27,10.99
3/21/2002,53.61,,10.81,13.25,10.97
3/22/2002,53.4,,10.80,13.24,10.97
3/25/2002,52.45,,10.78,13.22,10.95
3/26/2002,52.82,,10.78,13.22,10.96
3/27/2002,53.13,,10.78,13.24,10.97
3/28/2002,53.06,,10.78,13.24,10.97
4/1/2002,53.09,,10.78,13.24,10.97
4/2/2002,52.75,,10.78,13.23,10.97
4/3/2002,52.17,,10.79,13.24,10.98
4/4/2002,52.33,,10.80,13.26,10.99
4/5/2002,52.25,,10.82,13.3,11.03
4/8/2002,52.38,,10.82,13.32,11.05
4/9/2002,52.1,,10.84,13.34,11.05
4/10/2002,52.72,,10.84,13.34,11.06
4/11/2002,51.53,,10.85,13.37,11.09
4/12/2002,51.93,,10.86,13.38,11.1
4/15/2002,51.62,,10.87,13.39,11.1
4/16/2002,52.7,,10.86,13.39,11.09
4/17/2002,52.62,,10.86,13.38,11.08
4/18/2002,52.57,,10.87,13.38,11.08
4/19/2002,52.59,,10.87,13.38,11.08
4/22/2002,51.85,,10.87,13.38,11.08
4/23/2002,51.57,,10.88,13.4,11.1
4/24/2002,51.15,,10.89,13.42,11.12
4/25/2002,51.24,,10.91,13.44,11.14
4/26/2002,50.28,,10.91,13.44,11.14
4/29/2002,50.05,,10.91,13.44,11.13
4/30/2002,50.69,,10.91,13.45,11.14
5/1/2002,51.11,,10.91,13.45,11.14
5/2/2002,50.87,,10.91,13.44,11.14
5/3/2002,50.4,,10.92,13.45,11.15
5/6/2002,49.45,,10.92,13.45,11.15
5/7/2002,49.22,,10.92,13.46,11.15
5/8/2002,51.05,,10.92,13.45,11.13
5/9/2002,50.37,,10.91,13.43,11.12
5/10/2002,49.5,,10.91,13.43,11.12
5/13/2002,50.44,,10.90,13.41,11.1
5/14/2002,51.58,,10.89,13.38,11.05
5/15/2002,51.3,,10.89,13.37,11.05
5/16/2002,51.5,,10.89,13.38,11.06
5/17/2002,51.87,,10.89,13.37,11.05
5/20/2002,51.18,,10.89,13.37,11.05
5/21/2002,50.57,,10.90,13.39,11.07
5/22/2002,50.78,,10.91,13.42,11.11
5/23/2002,51.32,,10.92,13.44,11.13
5/24/2002,50.71,,10.92,13.44,11.13
5/28/2002,50.4,,10.92,13.44,11.13
5/29/2002,50.12,,10.92,13.44,11.15
5/30/2002,49.97,,10.93,13.46,11.17
5/31/2002,49.98,,10.93,13.48,11.18
6/3/2002,48.75,,10.93,13.48,11.18
6/4/2002,48.68,,10.94,13.49,11.19
6/5/2002,49.21,,10.95,13.49,11.19
6/6/2002,48.29,,10.95,13.5,11.2
6/7/2002,48.36,,10.95,13.5,11.19
6/10/2002,48.44,,10.95,13.5,11.19
6/11/2002,47.62,,10.95,13.5,11.19
6/12/2002,47.86,,10.96,13.51,11.2
6/13/2002,47.35,,10.97,13.53,11.22
6/14/2002,47.24,,10.98,13.56,11.27
6/17/2002,48.6,,10.98,13.55,11.26
6/18/2002,48.65,,10.98,13.56,11.26
6/19/2002,47.9,,10.99,13.56,11.27
6/20/2002,47.29,,10.99,13.57,11.27
6/21/2002,46.51,,10.99,13.57,11.28
6/24/2002,46.54,,10.99,13.57,11.27
6/25/2002,45.68,,10.99,13.56,11.26
6/26/2002,45.55,,11.00,13.59,11.29
6/27/2002,46.32,,10.99,13.56,11.26
6/28/2002,46.4,,10.99,13.56,11.25
7/1/2002,45.24,,10.98,13.53,11.23
7/2/2002,44.31,,10.98,13.54,11.25
7/3/2002,44.53,,10.98,13.55,11.26
7/5/2002,44.53,,10.98,13.55,11.26
7/8/2002,45.49,,10.98,13.55,11.25
7/9/2002,44.37,,10.99,13.55,11.26
7/10/2002,43.01,,11.00,13.57,11.29
7/11/2002,43.33,,11.01,13.62,11.33
7/12/2002,43.23,,11.02,13.62,11.34
7/15/2002,42.8,,11.03,13.64,11.36
7/16/2002,42.26,,11.04,13.65,11.35
7/17/2002,42.49,,11.03,13.63,11.34
7/18/2002,41.24,,11.03,13.63,11.34
7/19/2002,39.85,,11.04,13.65,11.36
7/22/2002,38.71,,11.04,13.66,11.38
7/23/2002,37.6,,11.04,13.66,11.37
7/24/2002,39.8,,11.05,13.68,11.39
7/25/2002,39.47,,11.05,13.67,11.39
7/26/2002,40,,11.05,13.67,11.39
7/29/2002,42.22,,11.03,13.64,11.35
7/30/2002,42.43,,11.03,13.64,11.35
7/31/2002,42.53,,11.04,13.64,11.35
8/1/2002,41.44,,11.04,13.64,11.36
8/2/2002,40.48,,11.04,13.63,11.35
8/5/2002,39.13,,11.04,13.63,11.36
8/6/2002,40.4,,11.04,13.64,11.36
8/7/2002,41.04,,11.04,13.63,11.35
8/8/2002,42.33,,11.04,13.63,11.35
8/9/2002,42.4,,11.05,13.65,11.37
8/12/2002,42.3,,11.05,13.66,11.39
8/13/2002,41.38,,11.07,13.68,11.42
8/14/2002,42.95,,11.08,13.73,11.47
8/15/2002,43.4,,11.07,13.7,11.45
8/16/2002,43.38,,11.06,13.68,11.41
8/19/2002,44.42,,11.05,13.66,11.4
8/20/2002,43.85,,11.06,13.67,11.41
8/21/2002,44.5,,11.06,13.66,11.39
8/22/2002,44.98,,11.05,13.65,11.39
8/23/2002,44.08,,11.06,13.65,11.39
8/26/2002,44.38,,11.06,13.65,11.39
8/27/2002,43.66,,11.06,13.66,11.4
8/28/2002,42.95,,11.06,13.66,11.41
8/29/2002,43,,11.07,13.68,11.44
8/30/2002,42.86,,11.07,13.69,11.44
9/3/2002,41.19,,11.09,13.72,11.49
9/4/2002,41.87,,11.09,13.76,11.54
9/5/2002,41.35,,11.11,13.8,11.58
9/6/2002,42.1,,11.11,13.8,11.57
9/9/2002,42.43,,11.11,13.8,11.57
9/10/2002,42.73,,11.10,13.78,11.57
9/11/2002,42.68,,11.09,13.77,11.56
9/12/2002,41.7,,11.10,13.78,11.57
9/13/2002,41.8,,11.11,13.81,11.62
9/16/2002,41.85,,11.11,13.81,11.62
9/17/2002,41.09,,11.11,13.81,11.62
9/18/2002,40.82,,11.11,13.82,11.64
9/19/2002,39.77,,11.13,13.86,11.7
9/20/2002,39.77,,11.13,13.86,11.71
9/23/2002,39.35,,11.13,13.87,11.72
9/24/2002,38.8,,11.14,13.88,11.74
9/25/2002,39.57,,11.13,13.87,11.73
9/26/2002,40.23,,11.12,13.84,11.7
9/27/2002,39.01,,11.12,13.84,11.71
9/30/2002,38.38,,11.13,13.85,11.72
10/1/2002,39.82,,11.12,13.84,11.7
10/2/2002,38.88,,11.12,13.83,11.69
10/3/2002,38.45,,11.13,13.84,11.7
10/4/2002,37.66,,11.12,13.82,11.69
10/7/2002,36.85,,11.12,13.81,11.69
10/8/2002,37.38,,11.11,13.8,11.67
10/9/2002,36.4,,11.11,13.8,11.67
10/10/2002,37.5,,11.09,13.78,11.65
10/11/2002,39.12,,11.07,13.75,11.61
10/14/2002,39.33,,11.07,13.75,11.61
10/15/2002,41.08,,11.04,13.69,11.53
10/16/2002,40.14,,11.02,13.62,11.45
10/17/2002,41.02,,10.95,13.5,11.31
10/18/2002,41.19,,10.94,13.45,11.25
10/21/2002,41.93,,10.92,13.41,11.21
10/22/2002,41.4,,10.91,13.36,11.16
10/23/2002,41.68,,10.91,13.36,11.15
10/24/2002,41.13,,10.91,13.36,11.15
10/25/2002,41.92,,10.93,13.39,11.18
10/28/2002,41.47,,10.94,13.4,11.2
10/29/2002,41.15,,10.98,13.49,11.31
10/30/2002,41.46,,10.99,13.51,11.32
10/31/2002,41.25,,11.00,13.55,11.36
11/1/2002,42.1,,11.00,13.54,11.34
11/4/2002,42.37,,10.99,13.52,11.32
11/5/2002,42.63,,10.98,13.51,11.31
11/6/2002,43.2,,11.00,13.54,11.33
11/7/2002,42.2,,11.02,13.59,11.39
11/8/2002,41.7,,11.03,13.64,11.46
11/11/2002,40.98,,11.03,13.64,11.46
11/12/2002,41.17,,11.04,13.66,11.49
11/13/2002,41.25,,11.04,13.66,11.47
11/14/2002,42.24,,11.02,13.6,11.4
11/15/2002,42.5,,11.01,13.57,11.36
11/18/2002,42.11,,11.01,13.56,11.36
11/19/2002,41.97,,11.02,13.57,11.37
11/20/2002,42.77,,11.01,13.56,11.36
11/21/2002,43.65,,11.00,13.52,11.31
11/22/2002,43.55,,10.99,13.5,11.29
11/25/2002,43.63,,10.99,13.5,11.29
11/26/2002,42.8,,11.00,13.49,11.28
11/27/2002,44,,10.99,13.47,11.26
11/29/2002,43.73,,10.99,13.47,11.26
12/2/2002,43.87,,10.98,13.45,11.24
12/3/2002,43.18,,10.98,13.45,11.25
12/4/2002,43.06,,10.99,13.47,11.27
12/5/2002,42.58,,10.99,13.49,11.29
12/6/2002,42.76,,11.00,13.51,11.32
12/9/2002,41.75,,11.01,13.52,11.34
12/10/2002,42.48,,11.01,13.53,11.34
12/11/2002,42.55,,11.03,13.57,11.39
12/12/2002,42.4,,11.03,13.57,11.4
12/13/2002,41.75,,11.03,13.57,11.39
12/16/2002,42.75,,11.03,13.57,11.37
12/17/2002,42.41,,11.04,13.57,11.37
12/18/2002,41.81,,11.05,13.58,11.39
12/19/2002,41.55,,11.06,13.61,11.42
12/20/2002,42.04,,11.07,13.62,11.43
12/23/2002,41.86,,11.07,13.62,11.43
12/24/2002,41.66,,11.07,13.62,11.44
12/26/2002,41.7,,11.07,13.62,11.44
12/27/2002,41,,11.08,13.64,11.46
12/30/2002,41.23,,11.09,13.66,11.48
12/31/2002,41.32,,11.11,13.66,11.48
1/2/2003,42.5,,11.10,13.64,11.43
1/3/2003,42.48,,11.10,13.62,11.41
1/6/2003,43.4,,11.10,13.59,11.37
1/7/2003,43.08,,11.09,13.59,11.37
1/8/2003,42.54,,11.10,13.6,11.38
1/9/2003,43.2,,11.09,13.57,11.34
1/10/2003,43.32,,11.09,13.57,11.34
1/13/2003,43.28,,11.08,13.55,11.33
1/14/2003,43.48,,11.08,13.54,11.33
1/15/2003,43.05,,11.09,13.55,11.33
1/16/2003,42.93,,11.08,13.54,11.32
1/17/2003,42.3,,11.09,13.55,11.34
1/21/2003,41.58,,11.09,13.55,11.34
1/22/2003,41.15,,11.10,13.55,11.34
1/23/2003,41.43,,11.10,13.55,11.34
1/24/2003,40.49,,11.10,13.56,11.35
1/27/2003,39.73,,11.09,13.56,11.35
1/28/2003,40.1,,11.09,13.54,11.33
1/29/2003,40.58,,11.09,13.54,11.32
1/30/2003,39.53,,11.08,13.53,11.32
1/31/2003,40.17,,11.09,13.53,11.32
2/3/2003,40.32,,11.08,13.53,11.32
2/4/2003,40.5,,11.09,13.54,11.33
2/5/2003,39.7,,11.09,13.55,11.34
2/6/2003,39.34,,11.10,13.56,11.35
2/7/2003,38.95,,11.10,13.55,11.35
2/10/2003,39.27,,11.09,13.55,11.35
2/11/2003,38.98,,11.09,13.55,11.35
2/12/2003,38.45,,11.09,13.55,11.35
2/13/2003,38.39,,11.10,13.56,11.36
2/14/2003,39.04,,11.10,13.57,11.36
2/18/2003,39.94,,11.10,13.56,11.36
2/19/2003,39.62,,11.11,13.57,11.37
2/20/2003,39.3,,11.11,13.58,11.38
2/21/2003,39.83,,11.11,13.59,11.39
2/24/2003,39.03,,11.11,13.59,11.39
2/25/2003,39.49,,11.12,13.62,11.43
2/26/2003,38.96,,11.13,13.63,11.45
2/27/2003,39.41,,11.13,13.64,11.46
2/28/2003,39.55,,11.14,13.67,11.49
3/3/2003,39.26,,11.14,13.66,11.49
3/4/2003,38.7,,11.14,13.67,11.5
3/5/2003,38.94,,11.14,13.69,11.52
3/6/2003,38.73,,11.15,13.7,11.53
3/7/2003,38.99,,11.15,13.72,11.55
3/10/2003,38.05,,11.16,13.74,11.58
3/11/2003,37.74,,11.16,13.75,11.59
3/12/2003,37.88,,11.17,13.76,11.6
3/13/2003,39.15,,11.16,13.73,11.56
3/14/2003,39.3,,11.15,13.71,11.55
3/17/2003,40.4,,11.13,13.68,11.51
3/18/2003,40.77,,11.12,13.64,11.47
3/19/2003,40.92,,11.10,13.58,11.4
3/20/2003,41.13,,11.08,13.54,11.36
3/21/2003,42,,11.04,13.46,11.26
3/24/2003,40.58,,11.05,13.47,11.29
3/25/2003,41.06,,11.05,13.49,11.31
3/26/2003,40.85,,11.07,13.52,11.34
3/27/2003,40.78,,11.07,13.55,11.37
3/28/2003,40.58,,11.08,13.56,11.39
3/31/2003,39.7,,11.09,13.6,11.43
4/1/2003,40.28,,11.09,13.6,11.43
4/2/2003,41.2,,11.07,13.56,11.38
4/3/2003,41,,11.07,13.56,11.38
4/4/2003,41.15,,11.07,13.55,11.38
4/7/2003,41.15,,11.05,13.51,11.33
4/8/2003,41.13,,11.05,13.52,11.34
4/9/2003,40.65,,11.06,13.54,11.37
4/10/2003,40.87,,11.07,13.56,11.4
4/11/2003,40.7,,11.07,13.56,11.39
4/14/2003,41.54,,11.07,13.55,11.38
4/15/2003,41.81,,11.07,13.56,11.39
4/16/2003,41.26,,11.08,13.58,11.41
4/17/2003,41.9,,11.08,13.59,11.43
4/21/2003,41.89,,11.08,13.59,11.42
4/22/2003,42.74,,11.08,13.6,11.44
4/23/2003,43.1,,11.09,13.61,11.46
4/24/2003,42.76,,11.10,13.63,11.5
4/25/2003,42.17,,11.10,13.64,11.51
4/28/2003,42.91,,11.10,13.64,11.51
4/29/2003,43.05,,11.10,13.65,11.51
4/30/2003,43.12,,11.11,13.65,11.52
5/1/2003,43.07,,11.11,13.67,11.54
5/2/2003,43.68,,11.11,13.67,11.53
5/5/2003,43.65,,11.11,13.67,11.53
5/6/2003,43.95,,11.11,13.68,11.54
5/7/2003,43.8,,11.13,13.73,11.6
5/8/2003,43.35,,11.14,13.75,11.63
5/9/2003,43.98,,11.13,13.75,11.63
5/12/2003,44.5,,11.14,13.78,11.66
5/13/2003,44.45,,11.15,13.81,11.68
5/14/2003,44.29,,11.17,13.86,11.75
5/15/2003,44.64,,11.17,13.87,11.77
5/16/2003,44.55,,11.18,13.88,11.79
5/19/2003,43.5,,11.18,13.89,11.79
5/20/2003,43.46,,11.19,13.9,11.8
5/21/2003,43.64,,11.19,13.91,11.82
5/22/2003,43.93,,11.19,13.93,11.84
5/23/2003,44.11,,11.20,13.94,11.86
5/27/2003,44.99,,11.19,13.93,11.85
5/28/2003,45.04,,11.18,13.9,11.81
5/29/2003,44.97,,11.18,13.91,11.82
5/30/2003,45.64,,11.18,13.91,11.82
6/2/2003,45.83,,11.17,13.88,11.78
6/3/2003,46.1,,11.18,13.9,11.8
6/4/2003,46.76,,11.19,13.92,11.82
6/5/2003,47.02,,11.20,13.97,11.86
6/6/2003,46.9,,11.19,13.95,11.85
6/9/2003,46.28,,11.20,13.95,11.85
6/10/2003,46.7,,11.21,13.97,11.87
6/11/2003,47.26,,11.22,14,11.89
6/12/2003,47.36,,11.22,14.02,11.93
6/13/2003,46.89,,11.23,14.04,11.96
6/16/2003,47.85,,11.22,14.03,11.94
6/17/2003,47.93,,11.21,13.98,11.87
6/18/2003,47.83,,11.19,13.92,11.8
6/19/2003,47.09,,11.18,13.89,11.76
6/20/2003,47.15,,11.17,13.86,11.73
6/23/2003,46.33,,11.17,13.86,11.72
6/24/2003,46.45,,11.17,13.87,11.73
6/25/2003,46.15,,11.17,13.86,11.72
6/26/2003,46.65,,11.15,13.83,11.67
6/27/2003,46.26,,11.15,13.81,11.64
6/30/2003,46.23,,11.15,13.81,11.64
7/1/2003,46.56,,11.15,13.8,11.64
7/2/2003,47.07,,11.14,13.79,11.63
7/3/2003,46.75,,11.13,13.78,11.61
7/7/2003,47.65,,11.13,13.75,11.59
7/8/2003,47.93,,11.12,13.74,11.58
7/9/2003,47.75,,11.12,13.74,11.59
7/10/2003,47.15,,11.12,13.74,11.59
7/11/2003,47.51,,11.13,13.74,11.59
7/14/2003,47.87,,11.13,13.74,11.59
7/15/2003,47.63,,11.10,13.67,11.5
7/16/2003,47.39,,11.09,13.65,11.47
7/17/2003,46.77,,11.08,13.63,11.45
7/18/2003,47.25,,11.08,13.63,11.44
7/21/2003,46.56,,11.06,13.59,11.38
7/22/2003,47.02,,11.05,13.54,11.31
7/23/2003,47.08,,11.05,13.55,11.33
7/24/2003,46.71,,11.05,13.54,11.32
7/25/2003,47.53,,11.05,13.55,11.33
7/28/2003,47.49,,11.04,13.5,11.26
7/29/2003,47.2,,11.02,13.44,11.18
7/30/2003,47.19,,11.02,13.44,11.18
7/31/2003,47.3,,11.00,13.38,11.1
8/1/2003,46.76,,11.00,13.38,11.1
8/4/2003,46.88,,11.00,13.38,11.11
8/5/2003,46.04,,11.00,13.38,11.11
8/6/2003,46.08,,11.01,13.4,11.15
8/7/2003,46.38,,11.02,13.44,11.19
8/8/2003,46.51,,11.03,13.48,11.25
8/11/2003,46.73,,11.02,13.46,11.22
8/12/2003,47.25,,11.02,13.46,11.22
8/13/2003,46.97,,11.01,13.42,11.15
8/14/2003,47.26,,11.00,13.39,11.11
8/15/2003,47.23,,11.00,13.4,11.13
8/18/2003,47.77,,11.01,13.41,11.15
8/19/2003,47.94,,11.02,13.43,11.17
8/20/2003,47.94,,11.02,13.45,11.19
8/21/2003,48.15,,11.01,13.43,11.16
8/22/2003,47.65,,11.01,13.43,11.16
8/25/2003,47.6,,11.01,13.43,11.16
8/26/2003,47.76,,11.01,13.42,11.16
8/27/2003,47.83,,11.01,13.42,11.16
8/28/2003,48.18,,11.02,13.44,11.18
8/29/2003,48.43,,11.02,13.44,11.18
9/2/2003,49.14,,11.01,13.43,11.15
9/3/2003,49.28,,11.01,13.42,11.15
9/4/2003,49.42,,11.02,13.43,11.17
9/5/2003,49.16,,11.04,13.47,11.24
9/8/2003,49.63,,11.05,13.5,11.27
9/9/2003,49.28,,11.05,13.5,11.26
9/10/2003,48.59,,11.06,13.52,11.29
9/11/2003,48.9,,11.06,13.54,11.3
9/12/2003,49.04,,11.08,13.59,11.36
9/15/2003,48.78,,11.08,13.58,11.36
9/16/2003,49.55,,11.08,13.59,11.35
9/17/2003,49.38,,11.10,13.63,11.4
9/18/2003,50,,11.10,13.63,11.4
9/19/2003,49.82,,11.11,13.64,11.42
9/22/2003,49.25,,11.10,13.61,11.39
9/23/2003,49.53,,11.09,13.6,11.38
9/24/2003,48.67,,11.10,13.62,11.41
9/25/2003,48.26,,11.11,13.63,11.43
9/26/2003,47.93,,11.12,13.66,11.47
9/29/2003,48.04,,11.12,13.66,11.45
9/30/2003,47.75,,11.13,13.71,11.52
10/1/2003,48.71,,11.14,13.71,11.52
10/2/2003,48.93,,11.13,13.68,11.48
10/3/2003,49.46,,11.10,13.6,11.39
10/6/2003,49.68,,11.10,13.59,11.38
10/7/2003,49.9,,11.09,13.57,11.36
10/8/2003,49.71,,11.09,13.57,11.36
10/9/2003,49.84,,11.09,13.55,11.33
10/10/2003,49.92,,11.09,13.56,11.34
10/13/2003,50.28,,11.09,13.56,11.34
10/14/2003,50.5,,11.08,13.54,11.32
10/15/2003,50.33,,11.06,13.5,11.28
10/16/2003,50.53,,11.06,13.51,11.29
10/17/2003,49.99,,11.06,13.51,11.29
10/20/2003,50.18,,11.06,13.52,11.31
10/21/2003,50.25,,11.06,13.52,11.32
10/22/2003,49.6,,11.07,13.56,11.36
10/23/2003,49.68,,11.07,13.55,11.35
10/24/2003,49.4,,11.08,13.58,11.39
10/27/2003,49.68,,11.08,13.58,11.39
10/28/2003,50.34,,11.08,13.58,11.39
10/29/2003,50.55,,11.08,13.59,11.39
10/30/2003,50.41,,11.07,13.56,11.37
10/31/2003,50.64,,11.08,13.58,11.39
11/3/2003,50.95,,11.07,13.57,11.38
11/4/2003,50.8,,11.07,13.58,11.4
11/5/2003,50.89,,11.08,13.6,11.41
11/6/2003,51.11,,11.06,13.57,11.38
11/7/2003,50.88,,11.05,13.55,11.36
11/10/2003,50.62,,11.05,13.55,11.36
11/11/2003,50.53,,11.05,13.55,11.34
11/12/2003,51.14,,11.06,13.57,11.38
11/13/2003,51.22,,11.07,13.6,11.43
11/14/2003,50.82,,11.08,13.64,11.47
11/17/2003,50.42,,11.09,13.66,11.49
11/18/2003,50,,11.09,13.66,11.49
11/19/2003,50.35,,11.09,13.66,11.49
11/20/2003,49.98,,11.09,13.67,11.5
11/21/2003,50.01,,11.09,13.68,11.51
11/24/2003,50.88,,11.08,13.66,11.49
11/25/2003,51,,11.08,13.67,11.5
11/26/2003,51.28,,11.08,13.67,11.5
11/28/2003,51.4,,11.08,13.67,11.5
12/1/2003,51.93,,11.05,13.6,11.43
12/2/2003,51.8,,11.04,13.58,11.41
12/3/2003,51.61,,11.03,13.57,11.4
12/4/2003,51.8,,11.03,13.57,11.41
12/5/2003,51.37,,11.05,13.62,11.46
12/8/2003,51.79,,11.05,13.62,11.45
12/9/2003,51.25,,11.05,13.62,11.45
12/10/2003,51.1,,11.05,13.62,11.45
12/11/2003,51.79,,11.05,13.62,11.45
12/12/2003,51.95,,11.05,13.64,11.47
12/15/2003,51.54,,11.05,13.64,11.47
12/16/2003,51.8,,11.06,13.66,11.5
12/17/2003,51.95,,11.07,13.69,11.54
12/18/2003,52.5,,11.08,13.71,11.56
12/19/2003,52.43,,11.08,13.72,11.57
12/23/2003,52.7,,11.07,13.7,11.55
12/24/2003,52.65,,11.07,13.71,11.56
12/26/2003,52.65,,11.07,13.71,11.55
12/29/2003,53.3,,11.07,13.71,11.55
12/30/2003,53.38,,11.07,13.7,11.54
12/31/2003,53.23,,11.07,13.7,11.54
1/2/2004,53.27,,11.06,13.68,11.52
1/5/2004,53.86,,11.05,13.66,11.5
1/6/2004,54.05,,11.07,13.69,11.53
1/7/2004,54.2,,11.08,13.73,11.57
1/8/2004,54.4,,11.09,13.74,11.58
1/9/2004,54.05,,11.12,13.82,11.66
1/12/2004,54.3,,11.13,13.84,11.68
1/13/2004,54.18,,11.13,13.84,11.69
1/14/2004,54.57,,11.14,13.86,11.71
1/15/2004,54.8,,11.14,13.87,11.71
1/16/2004,54.96,,11.14,13.87,11.71
1/20/2004,55.1,,11.13,13.83,11.67
1/21/2004,55.34,,11.12,13.81,11.66
1/22/2004,55.3,,11.12,13.82,11.67
1/23/2004,55.2,,11.11,13.8,11.64
1/26/2004,55.78,,11.10,13.74,11.59
1/27/2004,55.3,,11.10,13.74,11.59
1/28/2004,54.6,,11.08,13.7,11.54
1/29/2004,54.7,,11.07,13.67,11.51
1/30/2004,54.62,,11.07,13.69,11.54
2/2/2004,54.72,,11.07,13.7,11.54
2/3/2004,54.71,,11.08,13.73,11.58
2/4/2004,54.2,,11.09,13.74,11.58
2/5/2004,54.37,,11.09,13.73,11.57
2/6/2004,55.12,,11.10,13.77,11.61
2/9/2004,55.05,,11.10,13.78,11.62
2/10/2004,55.4,,11.10,13.77,11.62
2/11/2004,55.86,,11.11,13.82,11.67
2/12/2004,55.71,,11.12,13.84,11.68
2/13/2004,55.42,,11.13,13.85,11.69
2/17/2004,56,,11.12,13.85,11.7
2/18/2004,55.75,,11.13,13.86,11.7
2/19/2004,55.45,,11.13,13.86,11.7
2/20/2004,55.28,,11.12,13.84,11.68
2/23/2004,54.91,,11.12,13.84,11.68
2/24/2004,54.93,,11.13,13.86,11.7
2/25/2004,55.23,,11.14,13.88,11.72
2/26/2004,55.31,,11.13,13.87,11.71
2/27/2004,55.39,,11.14,13.88,11.72
3/1/2004,55.93,,11.13,13.87,11.72
3/2/2004,55.72,,11.13,13.84,11.69
3/3/2004,55.75,,11.12,13.81,11.66
3/4/2004,56,,11.11,13.81,11.67
3/5/2004,56.18,,11.15,13.91,11.76
3/8/2004,55.66,,11.16,13.94,11.8
3/9/2004,55.37,,11.16,13.96,11.82
3/10/2004,54.38,,11.16,13.97,11.82
3/11/2004,53.69,,11.16,13.97,11.82
3/12/2004,54.45,,11.15,13.96,11.81
3/15/2004,53.62,,11.15,13.94,11.8
3/16/2004,53.92,,11.15,13.94,11.79
3/17/2004,54.5,,11.15,13.94,11.8
3/18/2004,54.43,,11.14,13.92,11.77
3/19/2004,53.8,,11.13,13.89,11.74
3/22/2004,53.12,,11.13,13.89,11.74
3/23/2004,53.06,,11.13,13.87,11.73
3/24/2004,53,,11.13,13.86,11.72
3/25/2004,53.75,,11.12,13.84,11.69
3/26/2004,53.88,,11.08,13.75,11.6
3/30/2004,54.54,,11.06,13.7,11.54
3/31/2004,54.64,,11.08,13.73,11.57
4/1/2004,54.92,,11.08,13.72,11.55
4/2/2004,55.42,,11.03,13.59,11.4
4/5/2004,55.79,,11.01,13.55,11.37
4/6/2004,55.64,,11.02,13.57,11.39
4/7/2004,55.41,,11.03,13.61,11.43
4/8/2004,55.33,,11.03,13.61,11.43
4/12/2004,55.5,,11.02,13.59,11.41
4/13/2004,54.76,,11.00,13.52,11.33
4/14/2004,54.58,,10.98,13.48,11.29
4/15/2004,54.6,,10.99,13.5,11.31
4/16/2004,54.86,,11.00,13.52,11.34
4/19/2004,54.93,,11.00,13.54,11.35
4/20/2004,54.05,,11.00,13.52,11.33
4/21/2004,54.4,,10.98,13.49,11.31
4/22/2004,55.27,,10.99,13.51,11.33
4/23/2004,55.26,,10.98,13.49,11.3
4/26/2004,55.03,,10.98,13.48,11.29
4/27/2004,55.15,,10.97,13.47,11.28
4/28/2004,54.38,,10.95,13.42,11.24
