Date,VTI,VXUS,VMLUX,VWIUX,VWLUX
5/8/2007,74.89,,10.71,13.31,11.27
5/9/2007,75.15,,10.70,13.3,11.26
5/10/2007,74.21,,10.70,13.3,11.26
5/11/2007,74.9,,10.70,13.3,11.26
5/14/2007,74.68,,10.70,13.29,11.25
5/15/2007,74.47,,10.70,13.28,11.24
5/16/2007,75.11,,10.70,13.28,11.24
5/17/2007,74.94,,10.69,13.26,11.22
5/18/2007,75.5,,10.68,13.25,11.2
5/21/2007,75.71,,10.68,13.24,11.19
5/22/2007,75.7,,10.68,13.23,11.18
5/23/2007,75.66,,10.67,13.22,11.17
5/24/2007,74.89,,10.67,13.22,11.17
5/25/2007,75.25,,10.67,13.22,11.17
5/29/2007,75.55,,10.67,13.21,11.15
5/30/2007,76.2,,10.67,13.2,11.15
5/31/2007,76.32,,10.66,13.19,11.14
6/1/2007,76.63,,10.66,13.17,11.12
6/4/2007,76.76,,10.66,13.17,11.12
6/5/2007,76.36,,10.65,13.15,11.1
6/6/2007,75.58,,10.65,13.15,11.09
6/7/2007,74.1,,10.63,13.1,11.04
6/8/2007,75.11,,10.63,13.08,11.02
6/11/2007,75.2,,10.63,13.07,11.01
6/12/2007,74.28,,10.61,13.03,10.95
6/13/2007,75.44,,10.61,13.03,10.96
6/14/2007,75.97,,10.61,13.03,10.96
6/15/2007,76.38,,10.61,13.05,10.98
6/18/2007,76.26,,10.62,13.05,10.98
6/19/2007,76.47,,10.62,13.07,11.01
6/20/2007,75.47,,10.62,13.06,10.99
6/21/2007,75.84,,10.62,13.05,10.98
6/22/2007,75.2,,10.62,13.05,10.98
6/25/2007,74.39,,10.63,13.08,11.01
6/26/2007,73.78,,10.63,13.07,11
6/27/2007,74.87,,10.63,13.09,11.02
6/28/2007,74.86,,10.63,13.08,11.01
6/29/2007,74.69,,10.64,13.1,11.04
7/2/2007,75.56,,10.64,13.11,11.05
7/3/2007,75.88,,10.64,13.1,11.03
7/5/2007,75.84,,10.63,13.07,11
7/6/2007,76.26,,10.62,13.06,10.98
7/9/2007,76.22,,10.63,13.07,10.99
7/10/2007,75.18,,10.64,13.1,11.03
7/11/2007,75.72,,10.64,13.09,11.01
7/12/2007,76.87,,10.63,13.08,11
7/13/2007,77.1,,10.63,13.09,11.01
7/16/2007,77.05,,10.64,13.1,11.02
7/17/2007,77,,10.64,13.09,11.01
7/18/2007,76.83,,10.65,13.1,11.03
7/19/2007,77.01,,10.65,13.11,11.03
7/20/2007,76.32,,10.65,13.12,11.05
7/23/2007,76.47,,10.65,13.12,11.04
7/24/2007,75.13,,10.65,13.12,11.04
7/25/2007,75.15,,10.66,13.12,11.04
7/26/2007,73.36,,10.66,13.14,11.06
7/27/2007,71.99,,10.66,13.13,11.05
7/30/2007,73.05,,10.66,13.13,11.05
7/31/2007,72.05,,10.66,13.14,11.06
8/1/2007,72.47,,10.66,13.14,11.05
8/2/2007,73.09,,10.66,13.12,11.04
8/3/2007,71.19,,10.66,13.12,11.04
8/6/2007,72.39,,10.66,13.11,11.01
8/7/2007,72.94,,10.66,13.09,11
8/8/2007,74.04,,10.65,13.07,10.96
8/9/2007,72.03,,10.65,13.07,10.97
8/10/2007,71.86,,10.65,13.07,10.96
8/13/2007,72,,10.65,13.06,10.96
8/14/2007,70.75,,10.65,13.05,10.94
8/15/2007,69.8,,10.65,13.03,10.92
8/16/2007,70.25,,10.64,12.98,10.85
8/17/2007,71.53,,10.64,12.98,10.83
8/20/2007,71.68,,10.64,12.97,10.83
8/21/2007,71.69,,10.64,12.98,10.84
8/22/2007,72.69,,10.64,12.97,10.84
8/23/2007,72.58,,10.64,12.98,10.84
8/24/2007,73.43,,10.65,12.97,10.83
8/27/2007,72.66,,10.65,12.98,10.85
8/28/2007,71.17,,10.66,13.01,10.88
8/29/2007,72.58,,10.67,13.05,10.93
8/30/2007,72.4,,10.68,13.07,10.97
8/31/2007,73.11,,10.68,13.08,10.97
9/4/2007,73.96,,10.68,13.08,10.97
9/5/2007,73.31,,10.69,13.11,11.01
9/6/2007,73.53,,10.70,13.14,11.04
9/7/2007,72.47,,10.72,13.2,11.1
9/11/2007,73.1,,10.73,13.24,11.15
9/12/2007,73.35,,10.73,13.23,11.14
9/13/2007,73.63,,10.72,13.21,11.11
9/14/2007,73.69,,10.72,13.21,11.11
9/17/2007,73.3,,10.72,13.2,11.11
9/18/2007,75.35,,10.72,13.19,11.09
9/19/2007,75.89,,10.72,13.19,11.09
9/20/2007,75.43,,10.71,13.15,11.04
9/21/2007,75.61,,10.71,13.15,11.04
9/24/2007,75.08,,10.71,13.16,11.05
9/25/2007,74.9,,10.72,13.17,11.07
9/26/2007,75.45,,10.72,13.17,11.06
9/27/2007,75.86,,10.72,13.18,11.08
9/28/2007,75.6,,10.73,13.19,11.08
10/1/2007,76.58,,10.73,13.2,11.1
10/2/2007,76.45,,10.73,13.21,11.11
10/3/2007,76.33,,10.73,13.21,11.11
10/4/2007,76.47,,10.73,13.22,11.12
10/5/2007,77.31,,10.72,13.18,11.08
10/8/2007,77.21,,10.72,13.18,11.08
10/9/2007,77.75,,10.72,13.18,11.08
10/10/2007,77.6,,10.72,13.17,11.08
10/11/2007,77.16,,10.71,13.17,11.07
10/12/2007,77.54,,10.71,13.16,11.07
10/15/2007,76.94,,10.71,13.16,11.07
10/16/2007,76.39,,10.71,13.17,11.08
10/17/2007,76.44,,10.72,13.2,11.11
10/18/2007,76.47,,10.73,13.22,11.12
10/19/2007,74.5,,10.74,13.25,11.16
10/22/2007,74.86,,10.74,13.25,11.16
10/23/2007,75.4,,10.74,13.25,11.16
10/24/2007,75.35,,10.75,13.26,11.17
10/25/2007,75.3,,10.75,13.25,11.15
10/26/2007,76.21,,10.74,13.23,11.13
10/29/2007,76.51,,10.74,13.23,11.13
10/30/2007,75.97,,10.74,13.21,11.11
10/31/2007,76.96,,10.73,13.18,11.09
11/1/2007,75.01,,10.74,13.21,11.11
11/2/2007,74.99,,10.74,13.21,11.11
11/5/2007,74.4,,10.74,13.19,11.09
11/6/2007,75.43,,10.73,13.15,11.04
11/7/2007,73.35,,10.73,13.14,11.01
11/8/2007,73.26,,10.73,13.13,10.99
11/9/2007,72.29,,10.73,13.13,10.99
11/12/2007,71.35,,10.73,13.13,10.99
11/13/2007,73.44,,10.73,13.13,10.99
11/14/2007,73.18,,10.73,13.13,10.99
11/15/2007,72.13,,10.74,13.15,11.01
11/16/2007,72.41,,10.74,13.17,11.03
11/19/2007,71.22,,10.75,13.19,11.05
11/20/2007,71.5,,10.75,13.19,11.05
11/21/2007,70.25,,10.76,13.21,11.07
11/27/2007,70.76,,10.77,13.24,11.09
11/28/2007,72.93,,10.77,13.24,11.09
11/29/2007,72.96,,10.77,13.25,11.11
11/30/2007,73.47,,10.77,13.26,11.11
12/3/2007,73.03,,10.78,13.26,11.12
12/4/2007,72.56,,10.79,13.28,11.14
12/5/2007,73.65,,10.79,13.28,11.13
12/6/2007,74.71,,10.79,13.27,11.12
12/7/2007,74.8,,10.78,13.24,11.09
12/10/2007,75.44,,10.78,13.23,11.07
12/11/2007,73.39,,10.80,13.26,11.11
12/12/2007,73.85,,10.79,13.25,11.09
12/13/2007,73.86,,10.79,13.24,11.08
12/14/2007,72.85,,10.78,13.22,11.06
12/17/2007,71.74,,10.78,13.22,11.06
12/19/2007,72.18,,10.79,13.25,11.09
12/20/2007,72.29,,10.79,13.26,11.1
12/21/2007,73.41,,10.78,13.23,11.07
12/26/2007,74.15,,10.77,13.21,11.05
12/27/2007,73.22,,10.78,13.22,11.05
12/28/2007,72.94,,10.78,13.24,11.07
12/31/2007,72.58,,10.79,13.25,11.09
1/2/2008,71.72,,10.80,13.28,11.11
1/3/2008,71.63,,10.81,13.31,11.14
1/4/2008,69.72,,10.82,13.35,11.18
1/7/2008,69.75,,10.84,13.37,11.2
1/8/2008,68.5,,10.85,13.39,11.21
1/9/2008,69.22,,10.86,13.42,11.24
1/10/2008,69.68,,10.86,13.42,11.23
1/11/2008,69.03,,10.87,13.44,11.25
1/14/2008,69.69,,10.88,13.44,11.26
1/15/2008,68,,10.89,13.47,11.29
1/16/2008,67.59,,10.89,13.48,11.29
1/17/2008,65.73,,10.90,13.49,11.3
1/18/2008,65.29,,10.91,13.49,11.29
1/22/2008,64.56,,10.95,13.54,11.32
1/23/2008,66.25,,10.97,13.57,11.34
1/24/2008,66.68,,10.96,13.48,11.26
1/25/2008,65.71,,10.96,13.47,11.25
1/28/2008,67.08,,10.95,13.46,11.24
1/29/2008,67.36,,10.94,13.42,11.2
1/30/2008,66.75,,10.93,13.4,11.17
1/31/2008,68.1,,10.94,13.42,11.19
2/1/2008,69.2,,10.94,13.43,11.22
2/4/2008,68.38,,10.94,13.42,11.2
2/5/2008,66.44,,10.95,13.45,11.23
2/6/2008,65.94,,10.95,13.45,11.23
2/7/2008,66.54,,10.95,13.42,11.2
2/8/2008,66.15,,10.96,13.43,11.21
2/11/2008,66.54,,10.96,13.44,11.22
2/12/2008,67.15,,10.95,13.43,11.2
2/13/2008,67.92,,10.95,13.41,11.18
2/14/2008,67.04,,10.95,13.37,11.12
2/15/2008,67.05,,10.94,13.35,11.09
2/19/2008,67.27,,10.92,13.31,11.05
2/20/2008,67.58,,10.91,13.28,11.03
2/21/2008,66.83,,10.88,13.24,11
2/22/2008,67.14,,10.87,13.19,10.96
2/25/2008,68.26,,10.84,13.14,10.91
2/26/2008,68.7,,10.83,13.1,10.87
2/27/2008,68.59,,10.80,13.01,10.77
2/28/2008,67.9,,10.77,12.9,10.64
2/29/2008,66.4,,10.75,12.83,10.56
3/3/2008,66.17,,10.75,12.86,10.61
3/4/2008,65.96,,10.80,12.98,10.73
3/5/2008,66.32,,10.82,13.04,10.8
3/6/2008,64.95,,10.85,13.11,10.86
3/7/2008,64.25,,10.88,13.18,10.91
3/10/2008,63.27,,10.88,13.18,10.92
3/11/2008,65.51,,10.87,13.15,10.87
3/12/2008,64.89,,10.87,13.15,10.86
3/13/2008,65.31,,10.87,13.14,10.85
3/14/2008,64.11,,10.86,13.14,10.85
3/17/2008,63.37,,10.86,13.14,10.85
3/18/2008,66,,10.86,13.13,10.84
3/19/2008,64.24,,10.86,13.13,10.84
3/20/2008,65.58,,10.87,13.15,10.86
3/24/2008,67,,10.86,13.12,10.83
3/25/2008,66.79,,10.86,13.12,10.83
3/26/2008,66,,10.85,13.12,10.83
3/27/2008,65.76,,10.84,13.1,10.81
3/28/2008,65.17,,10.84,13.11,10.83
3/31/2008,65.5,,10.84,13.12,10.84
4/1/2008,67.74,,10.84,13.1,10.82
4/2/2008,67.78,,10.83,13.1,10.83
4/3/2008,67.86,,10.83,13.12,10.85
4/4/2008,67.89,,10.84,13.15,10.89
4/7/2008,67.92,,10.84,13.14,10.88
4/8/2008,67.8,,10.84,13.18,10.93
4/9/2008,67.19,,10.85,13.24,11
4/10/2008,67.53,,10.85,13.24,11
4/11/2008,66.15,,10.87,13.28,11.05
4/14/2008,65.92,,10.87,13.29,11.05
4/15/2008,66.24,,10.87,13.28,11.04
4/16/2008,67.88,,10.87,13.28,11.02
4/17/2008,67.96,,10.87,13.26,11.01
4/18/2008,68.9,,10.86,13.24,10.99
4/21/2008,68.75,,10.86,13.24,10.99
4/22/2008,68.18,,10.85,13.23,10.99
4/23/2008,68.39,,10.85,13.22,10.97
4/24/2008,68.77,,10.83,13.18,10.94
4/25/2008,69.3,,10.83,13.17,10.93
4/28/2008,69.27,,10.83,13.17,10.93
4/29/2008,68.97,,10.83,13.18,10.94
4/30/2008,68.7,,10.83,13.19,10.96
5/1/2008,69.91,,10.83,13.2,10.97
5/5/2008,69.75,,10.82,13.18,10.95
5/6/2008,70.34,,10.82,13.19,10.95
5/7/2008,69.36,,10.82,13.18,10.95
5/9/2008,69.18,,10.84,13.24,11.01
5/12/2008,69.89,,10.84,13.25,11.02
5/13/2008,69.97,,10.84,13.23,11
5/14/2008,70.19,,10.84,13.24,11.01
5/15/2008,70.94,,10.85,13.26,11.03
5/16/2008,71.06,,10.85,13.28,11.06
5/19/2008,71.17,,10.85,13.28,11.06
5/20/2008,70.58,,10.86,13.3,11.08
5/21/2008,69.4,,10.86,13.3,11.08
5/22/2008,69.64,,10.85,13.27,11.05
5/23/2008,68.63,,10.85,13.29,11.07
5/27/2008,69.23,,10.85,13.27,11.04
5/28/2008,69.65,,10.84,13.24,11.02
5/29/2008,69.95,,10.83,13.21,10.97
5/30/2008,70.08,,10.83,13.22,11
6/2/2008,69.53,,10.83,13.23,11.01
6/3/2008,69.15,,10.84,13.25,11.03
6/4/2008,69.28,,10.84,13.24,11.02
6/5/2008,70.63,,10.84,13.21,10.99
6/6/2008,68.5,,10.84,13.23,11.02
6/9/2008,68.55,,10.84,13.22,11.01
6/10/2008,68.21,,10.82,13.19,10.98
6/11/2008,67.18,,10.82,13.18,10.97
6/12/2008,67.38,,10.80,13.13,10.92
6/13/2008,68.38,,10.80,13.12,10.91
6/16/2008,68.49,,10.79,13.11,10.9
6/17/2008,68,,10.78,13.1,10.89
6/18/2008,67.5,,10.77,13.07,10.87
6/19/2008,67.7,,10.75,13.04,10.84
6/20/2008,66.6,,10.74,13.02,10.8
6/23/2008,66.4,,10.73,13,10.78
6/24/2008,65.76,,10.73,12.99,10.77
6/25/2008,66.23,,10.73,12.98,10.77
6/26/2008,64.31,,10.73,13.01,10.79
6/27/2008,64.22,,10.74,13.03,10.82
6/30/2008,64.09,,10.74,13.04,10.84
7/1/2008,64.39,,10.76,13.08,10.87
7/2/2008,63.07,,10.77,13.1,10.89
7/7/2008,62.4,,10.77,13.12,10.9
7/8/2008,63.55,,10.79,13.14,10.92
7/9/2008,62.26,,10.80,13.17,10.95
7/10/2008,62.65,,10.81,13.19,10.97
7/11/2008,62.1,,10.82,13.19,10.96
7/14/2008,61.49,,10.82,13.19,10.95
7/15/2008,60.7,,10.83,13.21,10.97
7/16/2008,62.1,,10.83,13.19,10.94
7/17/2008,62.75,,10.83,13.16,10.9
7/18/2008,63.1,,10.83,13.14,10.87
7/21/2008,63.27,,10.83,13.12,10.86
7/22/2008,64.11,,10.81,13.08,10.81
7/23/2008,64.42,,10.81,13.05,10.78
7/24/2008,62.91,,10.81,13.06,10.81
7/25/2008,63.1,,10.81,13.06,10.8
7/28/2008,62.25,,10.81,13.07,10.81
7/29/2008,63.57,,10.80,13.05,10.79
7/30/2008,64.42,,10.80,13.05,10.79
7/31/2008,63.69,,10.81,13.07,10.82
8/1/2008,63.41,,10.81,13.08,10.82
8/4/2008,62.88,,10.81,13.08,10.82
8/5/2008,64.49,,10.81,13.07,10.81
8/6/2008,64.57,,10.81,13.06,10.78
8/7/2008,63.65,,10.82,13.09,10.82
8/8/2008,65,,10.83,13.1,10.84
8/11/2008,65.65,,10.83,13.1,10.83
8/12/2008,64.93,,10.84,13.14,10.86
8/13/2008,64.78,,10.86,13.16,10.88
8/14/2008,65.12,,10.86,13.17,10.9
8/15/2008,65.5,,10.86,13.18,10.91
8/18/2008,64.54,,10.87,13.19,10.92
8/19/2008,63.86,,10.87,13.2,10.92
8/20/2008,64.09,,10.87,13.2,10.92
8/21/2008,64.26,,10.87,13.2,10.91
8/22/2008,65.16,,10.87,13.19,10.9
8/25/2008,63.79,,10.87,13.2,10.91
8/26/2008,64,,10.87,13.19,10.91
8/27/2008,64.43,,10.87,13.18,10.89
8/28/2008,65.48,,10.87,13.18,10.89
8/29/2008,64.62,,10.87,13.18,10.89
9/2/2008,64.35,,10.87,13.18,10.89
9/3/2008,64.23,,10.88,13.2,10.91
9/4/2008,62.26,,10.88,13.22,10.93
9/5/2008,62.63,,10.89,13.24,10.95
9/8/2008,63.72,,10.89,13.22,10.94
9/9/2008,61.51,,10.89,13.24,10.96
9/10/2008,61.92,,10.89,13.24,10.96
9/11/2008,62.79,,10.89,13.24,10.96
9/12/2008,63.41,,10.88,13.22,10.94
9/15/2008,60.5,,10.88,13.2,10.87
9/16/2008,61.28,,10.86,13.13,10.78
9/17/2008,58.54,,10.83,13.06,10.71
9/18/2008,60.5,,10.76,12.85,10.55
9/19/2008,63.42,,10.78,12.92,10.63
9/22/2008,61.23,,10.76,12.87,10.57
9/23/2008,60.19,,10.75,12.82,10.51
9/24/2008,59.84,,10.73,12.77,10.46
9/25/2008,60.91,,10.72,12.74,10.43
9/26/2008,60.86,,10.70,12.71,10.4
9/29/2008,56.85,,10.67,12.66,10.35
9/30/2008,58.36,,10.67,12.62,10.3
10/1/2008,58.29,,10.67,12.61,10.29
10/2/2008,55.67,,10.67,12.62,10.28
10/3/2008,54.82,,10.67,12.64,10.32
10/6/2008,52.91,,10.65,12.63,10.31
10/7/2008,49.68,,10.65,12.6,10.28
10/8/2008,48.73,,10.65,12.54,10.2
10/9/2008,45.67,,10.64,12.49,10.11
10/10/2008,44.35,,10.60,12.34,9.91
10/13/2008,50.04,,10.61,12.35,9.91
10/14/2008,49.61,,10.56,12.19,9.75
10/15/2008,44.97,,10.53,12.14,9.71
10/16/2008,47.04,,10.51,12.11,9.66
10/17/2008,46.6,,10.52,12.13,9.67
10/20/2008,48.99,,10.52,12.15,9.68
10/21/2008,47.51,,10.53,12.25,9.79
10/22/2008,44.86,,10.59,12.45,10.02
10/23/2008,45.42,,10.61,12.56,10.14
10/24/2008,43.24,,10.63,12.62,10.19
10/27/2008,41.84,,10.63,12.62,10.19
10/28/2008,46.04,,10.63,12.56,10.1
10/29/2008,45.58,,10.63,12.56,10.09
10/30/2008,47.12,,10.64,12.55,10.07
10/31/2008,48.16,,10.65,12.59,10.09
11/3/2008,48,,10.65,12.59,10.09
11/4/2008,49.73,,10.66,12.61,10.11
11/5/2008,47.27,,10.68,12.64,10.13
11/6/2008,44.95,,10.70,12.67,10.16
11/7/2008,46.11,,10.72,12.71,10.18
11/10/2008,45.6,,10.72,12.7,10.18
11/11/2008,44.56,,10.72,12.7,10.18
11/12/2008,42.28,,10.72,12.72,10.2
11/13/2008,45.07,,10.73,12.74,10.21
11/14/2008,43.15,,10.73,12.74,10.21
11/17/2008,42.02,,10.73,12.74,10.21
11/18/2008,42.41,,10.74,12.75,10.2
11/19/2008,39.84,,10.75,12.76,10.21
11/20/2008,37.18,,10.74,12.74,10.19
11/21/2008,39.29,,10.74,12.7,10.13
11/24/2008,41.63,,10.72,12.64,10.07
11/25/2008,42.21,,10.70,12.58,10
11/26/2008,43.77,,10.69,12.57,10
12/1/2008,40.34,,10.68,12.54,9.97
12/2/2008,41.93,,10.67,12.51,9.94
12/3/2008,43.01,,10.67,12.48,9.88
12/4/2008,41.73,,10.66,12.45,9.84
12/5/2008,43.21,,10.66,12.42,9.8
12/8/2008,44.86,,10.65,12.37,9.74
12/9/2008,44.04,,10.64,12.34,9.7
12/10/2008,44.54,,10.64,12.33,9.68
12/11/2008,43.29,,10.63,12.3,9.65
12/12/2008,43.72,,10.62,12.28,9.63
12/15/2008,43,,10.62,12.26,9.62
12/16/2008,45.26,,10.62,12.27,9.63
12/17/2008,44.93,,10.63,12.36,9.72
12/18/2008,44.15,,10.67,12.48,9.85
12/19/2008,44.11,,10.69,12.53,9.92
12/22/2008,43.16,,10.69,12.55,9.93
12/23/2008,42.7,,10.71,12.59,9.96
12/24/2008,42.87,,10.71,12.6,9.97
12/26/2008,43.32,,10.71,12.6,9.97
12/29/2008,42.99,,10.72,12.63,10
12/30/2008,44.12,,10.73,12.67,10.04
12/31/2008,44.74,,10.74,12.7,10.07
1/2/2009,46.03,,10.75,12.71,10.09
1/5/2009,46.02,,10.76,12.75,10.13
1/6/2009,46.4,,10.78,12.81,10.19
1/7/2009,45.1,,10.82,12.91,10.29
1/8/2009,45.3,,10.84,12.98,10.35
1/9/2009,44.19,,10.86,13.03,10.4
1/12/2009,43.22,,10.88,13.08,10.45
1/13/2009,43.28,,10.91,13.16,10.52
1/14/2009,41.87,,10.96,13.26,10.58
1/15/2009,42.02,,10.97,13.28,10.59
1/16/2009,42.33,,10.97,13.26,10.57
1/20/2009,40.13,,10.96,13.19,10.49
1/21/2009,41.77,,10.94,13.12,10.42
1/22/2009,41.05,,10.92,13.08,10.38
1/23/2009,41.3,,10.92,13.06,10.36
1/26/2009,41.53,,10.92,13.04,10.35
1/27/2009,42.02,,10.92,13.07,10.37
1/28/2009,43.47,,10.93,13.09,10.39
1/29/2009,42.04,,10.94,13.11,10.42
1/30/2009,41.14,,10.94,13.13,10.44
2/2/2009,41.07,,10.94,13.14,10.46
2/3/2009,41.65,,10.95,13.16,10.49
2/4/2009,41.43,,10.95,13.18,10.51
2/5/2009,42.09,,10.95,13.21,10.55
2/6/2009,43.3,,10.95,13.21,10.55
2/9/2009,43.31,,10.95,13.21,10.55
2/10/2009,41.33,,10.95,13.21,10.56
2/11/2009,41.58,,10.95,13.22,10.58
2/12/2009,41.69,,10.94,13.22,10.58
2/13/2009,41.27,,10.93,13.19,10.56
2/17/2009,39.49,,10.93,13.19,10.56
2/18/2009,39.36,,10.92,13.17,10.55
2/19/2009,38.94,,10.91,13.14,10.52
2/20/2009,38.48,,10.90,13.12,10.51
2/23/2009,37.17,,10.89,13.09,10.48
2/24/2009,38.52,,10.89,13.08,10.48
2/25/2009,38.22,,10.87,13.06,10.47
2/26/2009,37.52,,10.87,13.04,10.45
2/27/2009,36.81,,10.85,13.03,10.44
3/2/2009,35.1,,10.84,13.01,10.44
3/3/2009,34.8,,10.83,12.98,10.41
3/4/2009,35.56,,10.82,12.93,10.38
3/5/2009,34.12,,10.82,12.93,10.38
3/6/2009,34.11,,10.82,12.92,10.37
3/9/2009,33.7,,10.82,12.91,10.36
3/10/2009,35.85,,10.82,12.91,10.35
3/11/2009,35.98,,10.81,12.9,10.35
3/12/2009,37.46,,10.81,12.9,10.34
3/13/2009,37.86,,10.81,12.89,10.33
3/16/2009,37.65,,10.81,12.89,10.33
3/17/2009,38.84,,10.80,12.83,10.28
3/18/2009,39.67,,10.80,12.85,10.3
3/19/2009,39.27,,10.83,12.93,10.36
3/20/2009,38.44,,10.83,12.93,10.36
3/23/2009,41.11,,10.83,12.93,10.36
3/24/2009,40.29,,10.83,12.93,10.35
3/25/2009,40.43,,10.83,12.92,10.34
3/26/2009,41.44,,10.83,12.91,10.33
3/27/2009,40.66,,10.84,12.91,10.33
3/30/2009,39.23,,10.84,12.93,10.35
3/31/2009,39.58,,10.85,12.96,10.37
4/1/2009,40.37,,10.86,12.97,10.38
4/2/2009,41.58,,10.86,12.97,10.38
4/3/2009,42.1,,10.86,12.97,10.38
4/6/2009,41.69,,10.86,12.97,10.38
4/7/2009,40.63,,10.86,12.99,10.4
4/8/2009,41.2,,10.87,12.99,10.4
4/9/2009,42.87,,10.87,13,10.41
4/13/2009,42.93,,10.87,13,10.41
4/14/2009,42.13,,10.88,13.03,10.44
4/15/2009,42.58,,10.89,13.05,10.46
4/16/2009,43.31,,10.90,13.1,10.51
4/17/2009,43.6,,10.91,13.14,10.56
4/20/2009,41.75,,10.92,13.17,10.6
4/21/2009,42.58,,10.93,13.22,10.64
4/22/2009,42.4,,10.93,13.23,10.66
4/23/2009,42.7,,10.92,13.22,10.65
4/24/2009,43.45,,10.92,13.19,10.62
4/27/2009,43,,10.91,13.19,10.62
4/28/2009,42.92,,10.91,13.18,10.61
4/29/2009,43.94,,10.90,13.16,10.59
4/30/2009,43.93,,10.90,13.15,10.58
5/1/2009,44.18,,10.90,13.15,10.58
5/4/2009,45.69,,10.90,13.14,10.58
5/5/2009,45.53,,10.90,13.15,10.58
5/6/2009,46.24,,10.90,13.17,10.6
5/7/2009,45.52,,10.91,13.2,10.64
5/8/2009,46.55,,10.91,13.21,10.65
5/11/2009,45.75,,10.91,13.23,10.66
5/12/2009,45.63,,10.92,13.24,10.67
5/13/2009,44.33,,10.92,13.26,10.7
5/14/2009,44.78,,10.92,13.28,10.7
5/15/2009,44.31,,10.92,13.28,10.71
5/18/2009,45.67,,10.93,13.29,10.72
5/19/2009,45.68,,10.93,13.31,10.74
5/20/2009,45.42,,10.93,13.33,10.77
5/21/2009,44.6,,10.93,13.34,10.78
5/22/2009,44.63,,10.93,13.33,10.77
5/26/2009,45.83,,10.92,13.31,10.75
5/27/2009,45.06,,10.91,13.27,10.72
5/28/2009,45.62,,10.90,13.22,10.68
5/29/2009,46.33,,10.90,13.22,10.68
6/1/2009,47.48,,10.89,13.19,10.64
6/2/2009,47.67,,10.89,13.18,10.63
6/3/2009,47.09,,10.89,13.18,10.64
6/4/2009,47.56,,10.89,13.18,10.64
6/5/2009,47.47,,10.89,13.17,10.62
6/8/2009,47.34,,10.87,13.12,10.59
6/9/2009,47.59,,10.86,13.08,10.55
6/10/2009,47.47,,10.84,13.02,10.5
6/11/2009,47.75,,10.83,12.99,10.48
6/12/2009,47.79,,10.83,12.99,10.49
6/15/2009,46.68,,10.83,12.99,10.49
6/16/2009,46.03,,10.84,13,10.5
6/17/2009,45.97,,10.85,13.02,10.51
6/18/2009,46.22,,10.84,13.01,10.5
6/19/2009,46.39,,10.84,13,10.49
6/22/2009,45.05,,10.85,13.02,10.5
6/23/2009,45.05,,10.85,13.02,10.51
6/24/2009,45.18,,10.86,13.03,10.52
6/25/2009,46.23,,10.86,13.03,10.52
6/26/2009,46.14,,10.86,13.03,10.52
6/29/2009,46.58,,10.87,13.04,10.53
6/30/2009,46.27,,10.88,13.05,10.54
7/1/2009,46.54,,10.88,13.06,10.54
7/2/2009,45.32,,10.88,13.06,10.54
7/6/2009,45.15,,10.89,13.06,10.55
7/7/2009,44.22,,10.89,13.09,10.57
7/8/2009,44.16,,10.90,13.13,10.6
7/9/2009,44.25,,10.91,13.16,10.63
7/10/2009,44.14,,10.94,13.2,10.66
7/13/2009,45.16,,10.94,13.22,10.66
7/14/2009,45.48,,10.95,13.22,10.67
7/15/2009,46.84,,10.95,13.21,10.65
7/16/2009,47.3,,10.95,13.22,10.65
7/17/2009,47.32,,10.95,13.2,10.63
7/20/2009,47.85,,10.95,13.2,10.63
7/21/2009,48.06,,10.95,13.21,10.64
7/22/2009,48.09,,10.96,13.22,10.64
7/23/2009,49.23,,10.96,13.21,10.63
7/24/2009,49.39,,10.96,13.21,10.63
7/27/2009,49.6,,10.96,13.21,10.63
7/28/2009,49.48,,10.96,13.21,10.63
7/29/2009,49.24,,10.97,13.22,10.64
7/30/2009,49.77,,10.97,13.22,10.64
7/31/2009,49.85,,10.97,13.24,10.66
8/3/2009,50.69,,10.97,13.23,10.65
8/4/2009,50.88,,10.97,13.23,10.65
8/5/2009,50.76,,10.98,13.25,10.66
8/6/2009,50.41,,10.99,13.26,10.67
8/7/2009,51.12,,10.99,13.25,10.66
8/10/2009,51,,10.99,13.26,10.67
8/11/2009,50.34,,10.99,13.27,10.68
8/12/2009,50.89,,10.99,13.27,10.68
8/13/2009,51.34,,10.99,13.27,10.69
8/14/2009,50.87,,10.99,13.28,10.7
8/17/2009,49.55,,10.99,13.29,10.72
8/18/2009,50.07,,10.99,13.29,10.72
8/19/2009,50.5,,10.99,13.31,10.74
8/20/2009,50.98,,10.98,13.31,10.75
8/21/2009,51.93,,10.98,13.31,10.76
8/24/2009,52,,10.98,13.31,10.76
8/25/2009,52.1,,10.97,13.31,10.76
8/26/2009,52.06,,10.97,13.32,10.78
8/27/2009,52.24,,10.97,13.34,10.81
8/28/2009,52.2,,10.98,13.36,10.84
8/31/2009,51.7,,10.98,13.36,10.84
9/1/2009,50.56,,10.98,13.38,10.86
9/2/2009,50.35,,10.99,13.41,10.91
9/3/2009,50.81,,10.99,13.43,10.93
9/4/2009,51.46,,10.99,13.44,10.94
9/8/2009,51.98,,10.99,13.45,10.95
9/9/2009,52.5,,10.99,13.45,10.96
9/10/2009,53.04,,11.00,13.48,10.99
9/11/2009,53.08,,11.01,13.51,11.02
