Date,VTSAX,VWUAX,VWNAX,VEXRX,VSEQX,VWILX,VTRIX,VTIAX,VUSFX,VMLUX,VWIUX,VWLUX
1/2/2002,25.85,49.13,45.48,55.61,15.19,48,22.12,,,10.86,13.28,10.99
1/3/2002,26.11,49.81,45.45,56.35,15.26,48.71,22.52,,,10.87,13.29,11
1/4/2002,26.29,50.02,45.8,56.93,15.38,48.84,22.66,,,10.88,13.3,11.01
1/7/2002,26.11,49.71,45.72,56.38,15.29,48.56,22.57,,,10.88,13.31,11.02
1/8/2002,26.05,49.33,45.47,56.8,15.31,47.93,22.26,,,10.9,13.35,11.06
1/9/2002,25.93,49.03,45.27,56.56,15.29,47.75,22.22,,,10.91,13.37,11.08
1/10/2002,25.96,49.06,45.32,56.65,15.33,47.22,22.04,,,10.92,13.4,11.12
1/11/2002,25.73,48.27,44.89,55.96,15.23,47.24,22.03,,,10.94,13.42,11.15
1/14/2002,25.52,47.89,44.66,54.97,15.1,46.84,21.78,,,10.95,13.45,11.19
1/15/2002,25.7,48.11,44.99,55.14,15.17,46.74,21.74,,,10.95,13.47,11.2
1/16/2002,25.29,47.19,44.39,54.17,14.94,46.04,21.48,,,10.98,13.51,11.23
1/17/2002,25.55,47.82,44.66,54.69,15.05,46.34,21.65,,,10.97,13.49,11.21
1/18/2002,25.28,47.19,44.51,53.93,14.96,46.51,21.73,,,10.96,13.48,11.19
1/22/2002,25.08,46.69,44.22,53.35,14.83,46.18,21.58,,,10.96,13.47,11.18
1/23/2002,25.31,47.11,44.56,54.17,15,46.11,21.67,,,10.96,13.47,11.17
1/24/2002,25.42,47.21,44.63,54.5,15.02,46.58,21.79,,,10.95,13.44,11.14
1/25/2002,25.44,47.13,44.67,54.4,15.05,46.18,21.66,,,10.94,13.43,11.12
1/28/2002,25.46,47.02,44.62,54.55,15.07,46.34,21.79,,,10.93,13.42,11.12
1/29/2002,24.82,45.32,43.32,53.77,14.83,45.73,21.52,,,10.92,13.41,11.12
1/30/2002,25.08,45.74,43.73,54.28,15,45.12,21.27,,,10.92,13.41,11.13
1/31/2002,25.42,46.23,44.44,54.7,15.24,45.62,21.48,,,10.92,13.42,11.13
2/1/2002,25.24,45.8,44.24,54.5,15.2,45.68,21.49,,,10.92,13.41,11.13
2/4/2002,24.65,44.18,43.3,52.97,14.89,45.53,21.4,,,10.91,13.4,11.14
2/5/2002,24.57,43.69,42.99,52.64,14.87,44.92,21.12,,,10.92,13.42,11.15
2/6/2002,24.38,43.57,42.71,51.95,14.72,44.43,21.02,,,10.93,13.43,11.17
2/7/2002,24.28,43.54,42.82,51.55,14.56,44.71,21.14,,,10.93,13.43,11.16
2/8/2002,24.67,44.5,43.32,52.42,14.76,44.94,21.18,,,10.93,13.43,11.16
2/11/2002,25,45.22,43.84,53.01,14.96,45.58,21.48,,,10.93,13.43,11.16
2/12/2002,24.92,44.82,43.74,53.05,14.98,45.47,21.58,,,10.93,13.43,11.16
2/13/2002,25.17,44.97,44.14,53.43,15.12,45.64,21.64,,,10.93,13.42,11.14
2/14/2002,25.11,44.77,44.2,52.99,15.06,46.21,21.85,,,10.93,13.42,11.15
2/15/2002,24.84,43.77,43.94,52.56,14.93,46,21.8,,,10.93,13.44,11.17
2/19/2002,24.37,42.66,43.32,51.35,14.67,44.91,21.41,,,10.93,13.44,11.17
2/20/2002,24.69,43.09,43.68,52.12,14.83,44.58,21.29,,,10.93,13.44,11.17
2/21/2002,24.32,42.11,43.38,51.49,14.66,44.94,21.49,,,10.94,13.46,11.19
2/22/2002,24.52,42.28,43.72,51.8,14.77,44.74,21.41,,,10.96,13.49,11.22
2/25/2002,24.92,43.43,44.3,52.25,14.94,45.06,21.6,,,10.96,13.49,11.22
2/26/2002,24.95,43.2,44.51,52.74,15.06,45.07,21.58,,,10.96,13.5,11.22
2/27/2002,24.97,43.09,44.71,52.97,15.08,45.54,21.85,,,10.96,13.5,11.23
2/28/2002,24.9,42.9,44.67,52.57,15.01,45.58,21.89,,,10.97,13.51,11.24
3/1/2002,25.45,43.92,45.45,53.52,15.25,46.28,22.16,,,10.96,13.49,11.21
3/4/2002,25.95,45.25,46.19,54.83,15.57,47.68,22.79,,,10.95,13.46,11.18
3/5/2002,25.82,45.14,46.1,54.72,15.49,47.32,22.67,,,10.94,13.46,11.18
3/6/2002,26.18,45.85,46.87,55.5,15.76,47.94,22.88,,,10.95,13.46,11.18
3/7/2002,26.07,45.75,46.85,55.58,15.72,48.14,23.08,,,10.93,13.42,11.13
3/8/2002,26.25,46.3,46.9,56.23,15.85,48.07,23.1,,,10.9,13.37,11.07
3/11/2002,26.33,46.28,47.2,56.35,15.89,47.88,23.05,,,10.89,13.36,11.07
3/12/2002,26.26,45.85,47.29,56.09,15.85,47.31,22.85,,,10.88,13.34,11.05
3/13/2002,26.03,45.25,46.99,55.64,15.76,47.27,22.82,,,10.87,13.34,11.05
3/14/2002,26.02,45.12,47.02,55.69,15.78,47.59,23.04,,,10.85,13.31,11.02
3/15/2002,26.3,45.72,47.51,55.96,15.84,47.84,23.24,,,10.85,13.31,11.02
3/18/2002,26.32,45.73,47.52,56.38,15.91,48.02,23.22,,,10.85,13.3,11.02
3/19/2002,26.42,45.82,47.8,56.53,15.97,48.41,23.41,,,10.84,13.3,11.02
3/20/2002,26.02,44.95,47.33,55.92,15.78,48.17,23.25,,,10.83,13.27,10.99
3/21/2002,26.1,45.21,47.4,56.58,15.83,47.97,23.18,,,10.81,13.25,10.97
3/22/2002,25.92,45.03,47.22,56.11,15.73,47.84,23.05,,,10.8,13.24,10.97
3/25/2002,25.55,44.21,46.69,55.45,15.51,47.53,22.85,,,10.78,13.22,10.95
3/26/2002,25.7,44.38,46.87,55.87,15.68,47.56,22.89,,,10.78,13.22,10.96
3/27/2002,25.85,44.77,47.22,56.39,15.8,47.57,22.93,,,10.78,13.24,10.97
3/28/2002,25.92,45.01,47.25,56.75,15.91,47.95,23.07,,,10.78,13.24,10.97
4/1/2002,25.89,45.21,47.15,56.47,15.86,48.19,23.1,,,10.78,13.24,10.97
4/2/2002,25.66,44.35,47.11,55.76,15.69,48.35,23.05,,,10.78,13.23,10.97
4/3/2002,25.41,43.91,46.7,55.22,15.56,48.3,23.04,,,10.79,13.24,10.98
4/4/2002,25.44,44.02,46.71,55.38,15.64,48.03,22.95,,,10.8,13.26,10.99
4/5/2002,25.38,43.7,46.69,55.16,15.64,47.91,22.96,,,10.82,13.3,11.03
4/8/2002,25.48,43.92,46.78,55.6,15.8,47.07,22.71,,,10.82,13.32,11.05
4/9/2002,25.33,43.26,46.7,55.49,15.79,47.17,22.71,,,10.84,13.34,11.05
4/10/2002,25.63,43.49,47.23,56.27,16.03,47.48,22.93,,,10.84,13.34,11.06
4/11/2002,25.07,42.11,46.54,55.42,15.83,47.19,22.83,,,10.85,13.37,11.09
4/12/2002,25.28,42.71,46.58,56.36,15.97,47.42,22.88,,,10.86,13.38,11.1
4/15/2002,25.11,42.54,46.29,56.3,15.89,47.71,23.09,,,10.87,13.39,11.1
4/16/2002,25.67,43.88,47.09,57.44,16.14,48.46,23.39,,,10.86,13.39,11.09
4/17/2002,25.61,43.69,47.19,57.25,16.1,49,23.56,,,10.86,13.38,11.08
4/18/2002,25.58,43.45,47.09,57.28,16.11,48.91,23.61,,,10.87,13.38,11.08
4/19/2002,25.59,43.3,47.18,57.1,16.11,48.92,23.57,,,10.87,13.38,11.08
4/22/2002,25.21,42.38,46.77,56.26,15.97,48.83,23.59,,,10.87,13.38,11.08
4/23/2002,25.09,41.79,46.77,56.12,15.92,48.89,23.64,,,10.88,13.4,11.1
4/24/2002,24.93,41.35,46.55,55.81,15.87,49.01,23.54,,,10.89,13.42,11.12
4/25/2002,24.91,41.18,46.3,55.77,15.8,48.62,23.41,,,10.91,13.44,11.14
4/26/2002,24.57,40.45,45.91,55.01,15.63,48.42,23.38,,,10.91,13.44,11.14
4/29/2002,24.35,40.05,45.56,54.57,15.48,48.19,23.34,,,10.91,13.44,11.13
4/30/2002,24.65,40.41,46.02,55.66,15.72,48.28,23.44,,,10.91,13.45,11.14
5/1/2002,24.84,40.87,46.42,55.71,15.81,48.4,23.59,,,10.91,13.45,11.14
5/2/2002,24.79,40.55,46.76,55.55,15.8,48.33,23.56,,,10.91,13.44,11.14
5/3/2002,24.56,39.89,46.66,55.24,15.7,48.38,23.72,,,10.92,13.45,11.15
5/6/2002,24.11,38.94,45.89,54.12,15.48,48.16,23.66,,,10.92,13.45,11.15
5/7/2002,24.02,38.61,45.72,53.59,15.47,47.64,23.39,,,10.92,13.46,11.15
5/8/2002,24.87,40.94,46.57,55.26,15.84,48.57,23.73,,,10.92,13.45,11.13
5/9/2002,24.51,40.05,46.21,54.32,15.66,48.19,23.55,,,10.91,13.43,11.12
5/10/2002,24.12,39.01,45.61,53.56,15.48,47.77,23.5,,,10.91,13.43,11.12
5/13/2002,24.54,39.93,46.09,54.29,15.66,47.96,23.68,,,10.9,13.41,11.1
5/14/2002,25.07,41.21,46.74,55.65,15.97,48.17,23.73,,,10.89,13.38,11.05
5/15/2002,24.98,41.08,46.48,55.7,16,48.72,23.92,,,10.89,13.37,11.05
5/16/2002,25.06,41.33,46.6,55.26,15.91,48.72,23.96,,,10.89,13.38,11.06
5/17/2002,25.23,41.96,46.7,55.48,16,49.13,24.2,,,10.89,13.37,11.05
5/20/2002,24.91,41.26,46.5,54.73,15.85,48.83,24.14,,,10.89,13.37,11.05
5/21/2002,24.63,40.42,46.26,53.83,15.66,48.44,24.04,,,10.9,13.39,11.07
5/22/2002,24.72,40.57,46.62,53.72,15.71,48.37,24.1,,,10.91,13.42,11.11
5/23/2002,24.99,40.95,47.11,54.47,15.91,48.27,23.97,,,10.92,13.44,11.13
5/24/2002,24.7,40.36,46.73,53.66,15.77,48.43,23.98,,,10.92,13.44,11.13
5/28/2002,24.52,39.83,46.35,53.61,15.7,48.36,24.01,,,10.92,13.44,11.13
5/29/2002,24.36,39.35,46.1,53.12,15.61,48.19,24,,,10.92,13.44,11.15
5/30/2002,24.31,39.33,45.9,53.03,15.57,47.89,23.9,,,10.93,13.46,11.17
5/31/2002,24.36,39.34,46.13,53,15.61,47.92,23.91,,,10.93,13.48,11.18
6/3/2002,23.77,38.13,44.93,51.49,15.3,47.83,23.86,,,10.93,13.48,11.18
6/4/2002,23.75,38.08,44.84,51.27,15.22,47.25,23.57,,,10.94,13.49,11.19
6/5/2002,23.94,38.47,44.92,51.49,15.36,47.06,23.41,,,10.95,13.49,11.19
6/6/2002,23.49,37.57,44.13,50.47,15.09,47.16,23.39,,,10.95,13.5,11.2
6/7/2002,23.51,37.31,44.11,50.83,15.23,46.55,23.21,,,10.95,13.5,11.19
6/10/2002,23.56,37.4,44.22,50.8,15.27,46.65,23.21,,,10.95,13.5,11.19
6/11/2002,23.17,36.62,43.65,49.96,15.07,46.93,23.22,,,10.95,13.5,11.19
6/12/2002,23.29,37,43.8,49.77,15.09,46.34,22.95,,,10.96,13.51,11.2
6/13/2002,23.05,36.62,43.59,49.21,14.9,45.78,22.71,,,10.97,13.53,11.22
6/14/2002,23.03,36.57,43.48,49.63,14.9,44.88,22.26,,,10.98,13.56,11.27
6/17/2002,23.66,37.99,44.61,50.78,15.24,45.52,22.51,,,10.98,13.55,11.26
6/18/2002,23.67,37.92,44.75,50.62,15.29,45.7,22.57,,,10.98,13.56,11.26
6/19/2002,23.29,37.06,44.28,49.89,15.17,45.12,22.33,,,10.99,13.56,11.27
6/20/2002,22.99,36.24,43.89,49.15,15.02,44.58,22.14,,,10.99,13.57,11.27
6/21/2002,22.58,35.42,42.99,48.76,14.9,44.65,22.09,,,10.99,13.57,11.28
6/24/2002,22.62,35.82,42.69,48.71,14.84,44.1,21.94,,,10.99,13.57,11.27
6/25/2002,22.25,35.1,42.14,47.8,14.57,44.57,22.1,,,10.99,13.56,11.26
6/26/2002,22.18,35.04,41.88,47.7,14.55,44.25,21.99,,,11,13.59,11.29
6/27/2002,22.55,35.85,42.41,48.33,14.71,44.4,22.14,,,10.99,13.56,11.26
6/28/2002,22.57,35.68,42.73,48.79,14.8,45.87,22.7,,,10.99,13.56,11.25
7/1/2002,22.06,34.49,42,47.11,14.44,45.88,22.72,,,10.98,13.53,11.23
7/2/2002,21.56,33.53,41.22,45.61,14.05,44.72,22.35,,,10.98,13.54,11.25
7/3/2002,21.65,34.26,41.08,45.47,14.01,43.8,22.02,,,10.98,13.55,11.26
7/5/2002,22.41,36.01,42.24,46.94,14.46,45.33,22.74,,,10.98,13.55,11.26
7/8/2002,22.14,35.15,42.04,46.16,14.29,45.75,22.93,,,10.98,13.55,11.25
7/9/2002,21.63,33.97,41.06,45.54,13.97,45.89,23,,,10.99,13.55,11.26
7/10/2002,20.98,32.65,39.7,44.53,13.64,44.55,22.46,,,11,13.57,11.29
7/11/2002,21.09,33.35,39.72,44.19,13.63,43.14,21.98,,,11.01,13.62,11.33
7/12/2002,20.97,33.47,39.15,44.05,13.51,43.37,22.02,,,11.02,13.62,11.34
7/15/2002,20.87,33.31,39.05,43.65,13.39,42.94,21.82,,,11.03,13.64,11.36
7/16/2002,20.57,32.71,38.23,43.57,13.24,42.31,21.43,,,11.04,13.65,11.35
7/17/2002,20.69,33.24,38.35,43.84,13.26,43.19,21.73,,,11.03,13.63,11.34
7/18/2002,20.14,32.38,37.45,42.69,12.97,43.88,22.03,,,11.03,13.63,11.34
7/19/2002,19.46,31.25,36.2,41.62,12.64,42.52,21.45,,,11.04,13.65,11.36
7/22/2002,18.84,30.07,35.09,40.61,12.27,40.67,20.59,,,11.04,13.66,11.38
7/23/2002,18.3,28.83,33.87,39.34,12.03,39.13,19.97,,,11.04,13.66,11.37
7/24/2002,19.29,30.73,35.58,41.01,12.68,40.2,20.55,,,11.05,13.68,11.39
7/25/2002,19.2,29.95,35.75,40.7,12.73,39.9,20.25,,,11.05,13.67,11.39
7/26/2002,19.49,30.67,36.27,40.91,12.85,39.46,19.81,,,11.05,13.67,11.39
7/29/2002,20.54,32.57,38.03,43.11,13.48,41.91,20.73,,,11.03,13.64,11.35
7/30/2002,20.63,32.85,38.38,43.27,13.54,41.24,20.59,,,11.03,13.64,11.35
7/31/2002,20.76,32.88,38.69,42.51,13.52,41.26,20.61,,,11.04,13.64,11.35
8/1/2002,20.21,31.72,38.01,41.87,13.27,40.2,20.18,,,11.04,13.64,11.36
8/2/2002,19.72,30.92,37.3,40.58,12.89,40.1,20.05,,,11.04,13.63,11.35
8/5/2002,19.07,29.59,36.35,39.3,12.54,39.05,19.45,,,11.04,13.63,11.36
8/6/2002,19.64,30.82,37.29,40.81,12.98,39.38,19.59,,,11.04,13.64,11.36
8/7/2002,20,31.55,37.81,41.13,13.08,40.2,19.95,,,11.04,13.63,11.35
8/8/2002,20.6,32.86,38.86,42.16,13.4,40.88,20.21,,,11.04,13.63,11.35
8/9/2002,20.66,32.82,39.15,42.05,13.48,41.08,20.26,,,11.05,13.65,11.37
8/12/2002,20.58,32.56,39,42.02,13.46,40.74,20.06,,,11.05,13.66,11.39
8/13/2002,20.14,31.76,38.23,41.03,13.21,41.19,20.11,,,11.07,13.68,11.42
8/14/2002,20.89,33.37,39.42,42.26,13.62,41.73,20.44,,,11.08,13.73,11.47
8/15/2002,21.13,33.95,39.77,42.77,13.84,41.61,20.36,,,11.07,13.7,11.45
8/16/2002,21.15,33.99,39.62,43.27,13.87,41.86,20.42,,,11.06,13.68,11.41
8/19/2002,21.6,34.96,40.46,44.02,14.04,42.24,20.56,,,11.05,13.66,11.4
8/20/2002,21.32,34.5,40.08,43.71,13.91,41.94,20.5,,,11.06,13.67,11.41
8/21/2002,21.61,35.2,40.49,44.56,14.06,42.36,20.77,,,11.06,13.66,11.39
8/22/2002,21.89,35.67,41,44.94,14.23,42.58,20.91,,,11.05,13.65,11.39
8/23/2002,21.41,34.65,40.26,43.89,13.97,42.26,20.74,,,11.06,13.65,11.39
8/26/2002,21.59,34.95,40.62,44.42,14.13,42.12,20.68,,,11.06,13.65,11.39
8/27/2002,21.26,34.11,40.37,43.27,13.88,42.59,20.92,,,11.06,13.66,11.4
8/28/2002,20.89,33.48,39.78,42.43,13.64,41.54,20.39,,,11.06,13.66,11.41
8/29/2002,20.93,33.62,39.72,42.94,13.65,41.02,20.13,,,11.07,13.68,11.44
8/30/2002,20.88,33.46,39.81,42.63,13.63,41.27,20.22,,,11.07,13.69,11.44
9/3/2002,20.06,31.82,38.36,41.25,13.23,39.93,19.52,,,11.09,13.72,11.49
9/4/2002,20.43,32.57,38.85,42.3,13.45,39.91,19.54,,,11.09,13.76,11.54
9/5/2002,20.1,31.96,38.52,41.51,13.28,39.57,19.4,,,11.11,13.8,11.58
9/6/2002,20.47,32.74,38.88,42.67,13.52,40.11,19.61,,,11.11,13.8,11.57
9/9/2002,20.65,33.04,39.2,42.91,13.62,39.75,19.54,,,11.11,13.8,11.57
9/10/2002,20.79,33.45,39.22,43.17,13.63,40.36,19.83,,,11.1,13.78,11.57
9/11/2002,20.78,33.53,39.32,43.2,13.62,40.83,20.07,,,11.09,13.77,11.56
9/12/2002,20.3,32.62,38.52,42.38,13.35,40.13,19.75,,,11.1,13.78,11.57
9/13/2002,20.38,32.83,38.56,42.59,13.4,39.4,19.42,,,11.11,13.81,11.62
9/16/2002,20.38,32.81,38.64,42.29,13.37,38.95,19.19,,,11.11,13.81,11.62
9/17/2002,20,32.2,37.82,41.52,13.11,38.74,19.1,,,11.11,13.81,11.62
9/18/2002,19.9,31.98,37.59,41.31,13.08,38.4,18.91,,,11.11,13.82,11.64
9/19/2002,19.32,30.96,36.42,40.21,12.74,37.87,18.59,,,11.13,13.86,11.7
9/20/2002,19.37,30.89,36.5,40.22,12.79,37.69,18.45,,,11.13,13.86,11.71
9/23/2002,19.09,30.31,36.07,39.3,12.61,36.65,18.01,,,11.13,13.87,11.72
9/24/2002,18.8,29.99,35.28,39.08,12.43,36.2,17.74,,,11.14,13.88,11.74
9/25/2002,19.25,30.9,35.93,40.05,12.69,36.15,17.81,,,11.13,13.87,11.73
9/26/2002,19.59,31.43,36.72,40.67,12.9,37.29,18.36,,,11.12,13.84,11.7
9/27/2002,18.94,30.41,35.61,39.85,12.64,37.4,18.36,,,11.12,13.84,11.71
9/30/2002,18.7,29.79,35.4,39.79,12.57,36.33,17.99,,,11.13,13.85,11.72
10/1/2002,19.36,31.09,36.6,40.3,12.86,37.18,18.35,,,11.12,13.84,11.7
10/2/2002,18.91,30.44,35.69,39.51,12.56,36.81,18.15,,,11.12,13.83,11.69
10/3/2002,18.71,29.92,35.24,39.01,12.41,36.52,17.96,,,11.13,13.84,11.7
10/4/2002,18.28,29.31,34.4,38.08,12.1,35.75,17.59,,,11.12,13.82,11.69
10/7/2002,17.91,28.78,33.73,37.04,11.82,35.37,17.34,,,11.12,13.81,11.69
10/8/2002,18.18,29.41,33.98,37.4,11.99,34.95,17.21,,,11.11,13.8,11.67
10/9/2002,17.67,28.73,32.7,36.25,11.6,34.73,17.06,,,11.11,13.8,11.67
10/10/2002,18.27,29.68,33.81,37.32,11.99,35.01,17.25,,,11.09,13.78,11.65
10/11/2002,18.96,30.9,35.03,38.4,12.34,36.25,17.86,,,11.07,13.75,11.61
10/14/2002,19.09,31.11,35.14,38.69,12.44,36.31,17.81,,,11.07,13.75,11.61
10/15/2002,19.96,32.8,36.56,40.25,12.94,38.23,18.6,,,11.04,13.69,11.53
10/16/2002,19.49,31.99,35.83,39.17,12.55,37.89,18.48,,,11.02,13.62,11.45
10/17/2002,19.95,32.77,36.24,40.53,12.9,38.77,18.84,,,10.95,13.5,11.31
10/18/2002,20.05,32.98,36.33,40.75,12.94,38.8,18.79,,,10.94,13.45,11.25
10/21/2002,20.38,33.49,37.14,41.37,13.21,38.75,18.83,,,10.92,13.41,11.21
10/22/2002,20.15,33.12,36.83,40.77,12.95,38.41,18.68,,,10.91,13.36,11.16
10/23/2002,20.31,33.46,37.14,41.43,13.1,37.72,18.4,,,10.91,13.36,11.15
10/24/2002,20.02,32.87,36.76,41.05,12.91,38.15,18.63,,,10.91,13.36,11.15
10/25/2002,20.35,33.7,37.2,41.65,13.11,38.17,18.64,,,10.93,13.39,11.18
10/28/2002,20.18,33.19,37.04,41.31,12.97,38.99,18.94,,,10.94,13.4,11.2
10/29/2002,20.01,32.83,36.83,41.01,12.88,37.91,18.45,,,10.98,13.49,11.31
10/30/2002,20.22,33.07,37.3,41.63,13.04,38.33,18.66,,,10.99,13.51,11.32
10/31/2002,20.13,32.69,37.05,41.43,13.01,38.89,18.92,,,11,13.55,11.36
11/1/2002,20.49,33.19,37.64,42.49,13.24,38.63,18.83,,,11,13.54,11.34
11/4/2002,20.65,33.65,37.84,42.97,13.27,39.84,19.37,,,10.99,13.52,11.32
11/5/2002,20.78,33.95,38.14,42.77,13.24,40.13,19.5,,,10.98,13.51,11.31
11/6/2002,20.99,34.22,38.46,43.51,13.41,39.9,19.39,,,11,13.54,11.33
11/7/2002,20.53,33.43,37.6,42.55,13.13,39.82,19.28,,,11.02,13.59,11.39
11/8/2002,20.34,32.91,37.27,42.02,12.9,39.44,19.05,,,11.03,13.64,11.46
11/11/2002,19.92,32.2,36.68,40.97,12.67,38.84,18.8,,,11.03,13.64,11.46
11/12/2002,20.09,32.7,36.68,41.57,12.79,39.1,18.91,,,11.04,13.66,11.49
11/13/2002,20.09,32.69,36.63,41.72,12.83,38.88,18.79,,,11.04,13.66,11.47
11/14/2002,20.58,33.61,37.37,42.84,13.18,39.36,18.96,,,11.02,13.6,11.4
11/15/2002,20.7,33.85,37.66,42.97,13.27,39.85,19.15,,,11.01,13.57,11.36
11/18/2002,20.5,33.31,37.37,42.71,13.16,40.12,19.28,,,11.01,13.56,11.36
11/19/2002,20.4,32.95,37.3,42.25,13.04,40.08,19.22,,,11.02,13.57,11.37
11/20/2002,20.79,33.72,37.87,43.2,13.27,39.81,19.08,,,11.01,13.56,11.36
11/21/2002,21.24,34.28,38.58,44.35,13.53,40.8,19.56,,,11,13.52,11.31
11/22/2002,21.19,34.15,38.53,44.57,13.54,41.02,19.67,,,10.99,13.5,11.29
11/25/2002,21.26,34.12,38.54,45.05,13.57,40.79,19.56,,,10.99,13.5,11.29
11/26/2002,20.84,33.25,37.72,44.22,13.33,40.3,19.33,,,11,13.49,11.28
11/27/2002,21.41,34.16,38.7,45.43,13.69,40.75,19.55,,,10.99,13.47,11.26
11/29/2002,21.35,33.87,38.68,45.15,13.69,41.33,19.88,,,10.99,13.47,11.26
12/2/2002,21.34,33.83,38.58,45.39,13.69,41.41,19.89,,,10.98,13.45,11.24
12/3/2002,21.01,33.39,38.35,44.43,13.5,40.91,19.64,,,10.98,13.45,11.25
12/4/2002,20.93,33.29,38.21,44.1,13.46,40.45,19.4,,,10.99,13.47,11.27
12/5/2002,20.71,32.87,37.85,43.66,13.39,40.06,19.19,,,10.99,13.49,11.29
12/6/2002,20.83,33.06,38.12,43.87,13.47,40.11,19.27,,,11,13.51,11.32
12/9/2002,20.37,32.22,37.52,42.68,13.2,39.39,18.93,,,11.01,13.52,11.34
12/10/2002,20.66,32.65,37.97,43.54,13.37,39.39,18.99,,,11.01,13.53,11.34
12/11/2002,20.68,32.67,37.93,43.6,13.41,39.73,19.13,,,11.03,13.57,11.39
12/12/2002,20.63,32.63,37.8,43.7,13.42,39.55,19.08,,,11.03,13.57,11.4
12/13/2002,20.35,31.99,37.47,42.94,13.22,38.6,18.65,,,11.03,13.57,11.39
12/16/2002,20.8,32.81,38.32,43.8,13.49,39.09,18.88,,,11.03,13.57,11.37
12/17/2002,20.64,32.52,38.01,43.39,13.41,39.01,18.83,,,11.04,13.57,11.37
12/18/2002,20.36,31.99,37.71,42.57,13.27,38.39,18.47,,,11.05,13.58,11.39
12/19/2002,20.22,31.7,37.44,42.3,13.18,38.29,18.51,,,11.06,13.61,11.42
12/20/2002,20.38,31.95,37.45,42.68,13.37,38.57,18.66,,,11.07,13.62,11.43
12/23/2002,20.43,32.09,37.37,42.93,13.39,38.48,18.74,,,11.07,13.62,11.43
12/24/2002,20.32,31.92,37.2,42.72,13.34,38.54,18.79,,,11.07,13.62,11.44
12/26/2002,20.28,31.7,37.2,42.82,13.24,38.71,18.85,,,11.07,13.62,11.44
12/27/2002,19.98,31.15,36.64,42.25,13.06,37.98,18.49,,,11.08,13.64,11.46
12/30/2002,20.04,31.26,36.88,42.06,13.08,38.29,18.66,,,11.09,13.66,11.48
12/31/2002,20.07,31.22,36.92,42.23,13.1,38.66,18.83,,,11.11,13.66,11.48
1/2/2003,20.69,32.46,37.97,43.3,13.48,39.3,19.19,,,11.1,13.64,11.43
1/3/2003,20.67,32.42,38.06,43.14,13.45,39.75,19.34,,,11.1,13.62,11.41
1/6/2003,21.11,33.03,38.87,43.85,13.69,40.05,19.48,,,11.1,13.59,11.37
1/7/2003,20.96,32.83,38.49,43.67,13.57,39.57,19.26,,,11.09,13.59,11.37
1/8/2003,20.69,32.33,38.14,43.08,13.44,38.98,18.97,,,11.1,13.6,11.38
1/9/2003,21.07,33.08,38.76,43.89,13.67,39.35,19.16,,,11.09,13.57,11.34
1/10/2003,21.08,33.12,38.62,43.91,13.68,39.56,19.26,,,11.09,13.57,11.34
1/13/2003,21.05,33.01,38.61,43.84,13.67,39.8,19.38,,,11.08,13.55,11.33
1/14/2003,21.16,33.21,38.76,44.03,13.64,40.1,19.48,,,11.08,13.54,11.33
1/15/2003,20.89,32.75,38.32,43.7,13.53,39.7,19.29,,,11.09,13.55,11.33
1/16/2003,20.82,32.53,38.39,43.52,13.57,39.59,19.31,,,11.08,13.54,11.32
1/17/2003,20.53,32.01,38.16,42.77,13.41,39.24,19.13,,,11.09,13.55,11.34
1/21/2003,20.22,31.46,37.48,42.11,13.21,38.84,18.89,,,11.09,13.55,11.34
1/22/2003,20.03,31.18,37.09,41.94,13.13,38.38,18.67,,,11.1,13.55,11.34
1/23/2003,20.23,31.76,37.25,42.29,13.24,38.43,18.7,,,11.1,13.55,11.34
1/24/2003,19.68,30.77,36.32,41.37,12.95,38.3,18.55,,,11.1,13.56,11.35
1/27/2003,19.36,30.22,35.69,40.65,12.73,37.34,18.04,,,11.09,13.56,11.35
1/28/2003,19.6,30.67,36.17,41.14,12.91,37.33,18.09,,,11.09,13.54,11.33
1/29/2003,19.73,30.94,36.33,41.38,12.99,36.89,17.98,,,11.09,13.54,11.32
1/30/2003,19.31,30.13,35.73,40.63,12.8,37.38,18.12,,,11.08,13.53,11.32
1/31/2003,19.56,30.47,36.32,41.03,12.99,37.34,18.07,,,11.09,13.53,11.32
2/3/2003,19.63,30.54,36.49,40.82,12.97,37.89,18.35,,,11.08,13.53,11.32
2/4/2003,19.38,29.98,36.08,40.54,12.88,37.49,18.16,,,11.09,13.54,11.33
2/5/2003,19.29,29.88,35.91,40.4,12.83,37.69,18.28,,,11.09,13.55,11.34
2/6/2003,19.17,29.79,35.54,40.16,12.76,37.17,18.03,,,11.1,13.56,11.35
2/7/2003,18.97,29.42,35.19,39.58,12.62,36.89,17.85,,,11.1,13.55,11.35
2/10/2003,19.1,29.58,35.46,39.81,12.68,36.51,17.66,,,11.09,13.55,11.35
2/11/2003,18.97,29.44,35.14,39.65,12.62,36.8,17.81,,,11.09,13.55,11.35
2/12/2003,18.73,28.99,34.67,39.06,12.45,36.64,17.69,,,11.09,13.55,11.35
2/13/2003,18.68,29.01,34.66,38.76,12.37,36.68,17.66,,,11.1,13.56,11.36
2/14/2003,19.03,29.78,35.27,39.26,12.52,36.84,17.84,,,11.1,13.57,11.36
2/18/2003,19.41,30.54,35.8,40.11,12.77,37.38,18.18,,,11.1,13.56,11.36
2/19/2003,19.27,30.22,35.57,39.66,12.64,37.05,18.05,,,11.11,13.57,11.37
