Date,VTSAX,VWUAX,VWNAX,VEXRX,VSEQX,VWILX,VTRIX,VTIAX,VUSFX,VMLUX,VWIUX,VWLUX
12/29/2010,31.64,47.42,45.64,68.22,18.43,61.4,32.08,26.25,,11,13.27,10.69
12/30/2010,31.61,47.33,45.52,68.24,18.43,61.3,32.01,26.21,,11,13.27,10.68
12/31/2010,31.57,47.25,45.56,67.84,18.32,61.52,32.16,26.35,,11,13.27,10.68
1/3/2011,31.95,47.84,46.05,68.81,18.6,61.97,32.39,26.53,,11,13.28,10.69
1/4/2011,31.85,47.6,46.12,68.15,18.44,62.08,32.53,26.53,,11,13.29,10.69
1/5/2011,32.03,48.01,46.39,68.85,18.56,61.71,32.37,26.38,,11,13.28,10.67
1/6/2011,31.97,47.96,46.36,68.76,18.49,61.23,32.2,26.2,,10.99,13.26,10.65
1/7/2011,31.92,47.85,46.2,68.58,18.44,60.88,32,26.06,,10.99,13.25,10.64
1/10/2011,31.91,47.93,46.08,68.99,18.52,60.66,31.86,25.95,,10.99,13.25,10.63
1/11/2011,32.03,48.14,46.31,69.21,18.57,61.3,32.13,26.19,,10.99,13.22,10.6
1/12/2011,32.32,48.54,46.84,69.75,18.71,62.36,32.81,26.66,,10.98,13.17,10.54
1/13/2011,32.27,48.51,46.69,69.76,18.7,62.25,32.87,26.7,,10.97,13.12,10.47
1/14/2011,32.5,48.92,47.12,70.2,18.88,62.4,33.03,26.79,,10.96,13.06,10.4
1/18/2011,32.56,49.2,47.14,70.41,18.91,62.55,33.18,26.9,,10.95,13.04,10.39
1/19/2011,32.17,48.46,46.67,69.02,18.6,62.08,33.01,26.77,,10.95,13.07,10.42
1/20/2011,32.08,48.16,46.72,68.15,18.46,61.24,32.68,26.5,,10.96,13.08,10.43
1/21/2011,32.12,48.03,46.95,67.83,18.41,61.3,32.76,26.55,,10.96,13.09,10.46
1/24/2011,32.32,48.41,47.19,68.32,18.56,61.68,32.99,26.72,,10.96,13.09,10.47
1/25/2011,32.33,48.39,47.19,68.24,18.58,61.61,32.9,26.68,,10.96,13.13,10.5
1/26/2011,32.53,48.74,47.35,69.23,18.85,62.26,33.11,26.86,,10.96,13.13,10.51
1/27/2011,32.62,48.94,47.41,69.57,19.01,62.35,33.24,26.9,,10.96,13.13,10.52
1/28/2011,32.02,47.85,46.64,68.06,18.59,61.03,32.56,26.4,,10.96,13.14,10.53
1/31/2011,32.26,48.3,46.94,68.61,18.72,61.51,32.7,26.54,,10.96,13.14,10.53
2/1/2011,32.81,49.12,47.75,69.74,19.1,62.89,33.44,27.11,,10.96,13.13,10.51
2/2/2011,32.73,48.93,47.7,69.73,19.04,62.94,33.54,27.14,,10.96,13.13,10.51
2/3/2011,32.82,48.96,47.75,70.18,19.13,62.73,33.38,27.09,,10.96,13.13,10.5
2/4/2011,32.91,49.31,47.82,70.78,19.21,62.63,33.42,27.08,,10.96,13.11,10.47
2/7/2011,33.13,49.58,48.17,71.26,19.35,62.7,33.48,27.13,,10.96,13.1,10.47
2/8/2011,33.29,49.81,48.46,71.73,19.45,62.94,33.63,27.21,,10.96,13.1,10.47
2/9/2011,33.19,49.79,48.3,71.51,19.4,62.66,33.45,27.08,,10.96,13.1,10.47
2/10/2011,33.24,50.22,48.24,72.08,19.48,62.09,33.09,26.8,,10.96,13.11,10.48
2/11/2011,33.46,50.63,48.45,72.74,19.68,62.56,33.1,26.85,,10.96,13.12,10.5
2/14/2011,33.56,50.81,48.5,73.24,19.79,62.84,33.25,26.98,,10.96,13.13,10.5
2/15/2011,33.43,50.5,48.41,72.78,19.65,62.55,33.19,26.92,,10.97,13.15,10.53
2/16/2011,33.67,50.81,48.76,73.41,19.84,63.12,33.57,27.2,,10.97,13.18,10.56
2/17/2011,33.79,50.85,48.89,73.7,19.93,63.46,33.78,27.33,,10.98,13.21,10.59
2/18/2011,33.84,50.98,49.11,73.67,19.92,63.54,33.83,27.43,,10.98,13.22,10.59
2/22/2011,33.11,49.6,48.06,71.59,19.42,61.89,32.93,26.73,,10.98,13.24,10.61
2/23/2011,32.85,49.13,47.74,70.38,19.12,61.66,32.94,26.72,,10.98,13.26,10.63
2/24/2011,32.85,49.32,47.67,70.82,19.18,61.51,32.86,26.67,,10.99,13.28,10.64
2/25/2011,33.27,50.12,48.15,72.32,19.57,62.31,33.28,27.02,,10.99,13.3,10.65
2/28/2011,33.43,50.2,48.41,72.34,19.6,62.84,33.59,27.26,,10.99,13.3,10.65
3/1/2011,32.89,49.26,47.69,71,19.22,62.24,33.25,27.04,,10.99,13.31,10.65
3/2/2011,32.96,49.54,47.75,71.52,19.36,62.59,33.4,27.14,,10.99,13.31,10.66
3/3/2011,33.55,50.59,48.59,73.06,19.79,63.44,33.78,27.44,,10.99,13.3,10.65
3/4/2011,33.32,50.3,48.26,72.83,19.7,63.32,33.65,27.36,,10.99,13.3,10.64
3/7/2011,33.01,49.72,47.9,71.7,19.44,62.72,33.36,27.14,,10.99,13.3,10.64
3/8/2011,33.32,49.95,48.43,72.52,19.66,62.78,33.38,27.19,,10.99,13.29,10.63
3/9/2011,33.26,49.62,48.49,72.17,19.57,62.94,33.37,27.17,,10.99,13.29,10.63
3/10/2011,32.61,48.76,47.55,70.58,19.13,61.49,32.57,26.54,,10.98,13.29,10.63
3/11/2011,32.84,49.09,47.85,70.98,19.29,61.64,32.56,26.56,,10.99,13.29,10.63
3/14/2011,32.65,48.79,47.54,70.55,19.22,61.19,32.02,26.21,,10.99,13.29,10.63
3/15/2011,32.3,48.22,47,70.08,19.1,60.06,31.37,25.65,,11,13.34,10.66
3/16/2011,31.73,47.32,46.08,69.21,18.87,59.01,30.62,25.19,,11,13.35,10.68
3/17/2011,32.1,47.89,46.75,69.57,19.03,60.25,31.36,25.73,,11,13.34,10.67
3/18/2011,32.26,47.82,47.11,70.03,19.15,60.9,31.74,26.05,,11,13.34,10.67
3/21/2011,32.77,48.66,47.76,71.61,19.55,62.07,32.4,26.58,,11,13.32,10.65
3/22/2011,32.65,48.37,47.58,71.2,19.44,62.01,32.37,26.59,,11,13.31,10.65
3/23/2011,32.74,48.6,47.7,71.46,19.5,62.13,32.36,26.64,,11,13.31,10.65
3/24/2011,32.91,49.24,48.1,72.29,19.69,62.89,32.69,26.91,,11,13.29,10.63
3/25/2011,33.04,49.41,48.22,72.79,19.84,62.58,32.47,26.77,,11,13.28,10.63
3/28/2011,32.95,49.17,48.05,72.5,19.78,62.55,32.42,26.74,,11,13.27,10.62
3/29/2011,33.2,49.7,48.33,73.24,19.95,62.94,32.53,26.87,,11,13.26,10.61
3/30/2011,33.46,50.04,48.66,74.07,20.22,63.69,32.9,27.19,,10.99,13.23,10.59
3/31/2011,33.44,50.06,48.53,74.18,20.28,63.53,32.76,27.15,,10.98,13.22,10.58
4/1/2011,33.61,50.34,48.82,74.56,20.39,64.33,33.17,27.46,,10.98,13.21,10.58
4/4/2011,33.64,50.32,48.85,74.7,20.43,64.66,33.22,27.5,,10.98,13.21,10.57
4/5/2011,33.66,50.25,48.89,75.11,20.51,64.64,33.14,27.47,,10.98,13.2,10.57
4/6/2011,33.72,50.22,49.12,75.03,20.47,64.98,33.33,27.66,,10.98,13.2,10.56
4/7/2011,33.65,50.19,49,74.72,20.38,64.65,33.18,27.55,,10.98,13.2,10.56
4/8/2011,33.49,49.98,48.85,74.04,20.27,65.23,33.51,27.82,,10.98,13.19,10.55
4/11/2011,33.37,49.85,48.78,73.51,20.13,64.76,33.34,27.65,,10.98,13.19,10.55
4/12/2011,33.09,49.4,48.38,72.66,19.94,63.87,32.96,27.32,,10.98,13.2,10.57
4/13/2011,33.12,49.77,48.29,73.12,20.01,64.34,33.12,27.46,,10.99,13.21,10.57
4/14/2011,33.14,49.7,48.22,73.16,20.02,64.57,33.18,27.52,,10.99,13.23,10.59
4/15/2011,33.3,49.86,48.47,73.76,20.2,64.63,33.11,27.49,,11,13.24,10.6
4/18/2011,32.91,49.36,47.85,72.65,19.91,63.22,32.43,26.96,,10.99,13.25,10.6
4/19/2011,33.08,49.65,48.15,72.88,20.02,64.01,32.71,27.18,,11,13.27,10.62
4/20/2011,33.56,50.65,48.71,74.48,20.4,65.67,33.48,27.82,,11.01,13.29,10.63
4/21/2011,33.75,51.15,48.96,75.11,20.56,66.17,33.71,28,,11.01,13.31,10.64
4/25/2011,33.7,51.07,48.92,75.06,20.55,66.07,33.68,27.98,,11.01,13.32,10.66
4/26/2011,34.01,51.39,49.41,75.8,20.76,66.44,33.9,28.15,,11.02,13.34,10.67
4/27/2011,34.23,51.63,49.77,76.38,20.89,66.91,34.28,28.38,,11.02,13.35,10.68
4/28/2011,34.35,51.71,49.96,76.33,20.9,67.06,34.4,28.49,,11.03,13.38,10.71
4/29/2011,34.44,51.79,50.09,76.59,20.96,67.38,34.5,28.57,,11.03,13.39,10.72
5/2/2011,34.34,51.67,50.04,76.1,20.84,67.28,34.5,28.54,,11.03,13.38,10.71
5/3/2011,34.17,51.17,49.91,75,20.59,66.5,34.24,28.28,,11.03,13.4,10.73
5/4/2011,33.92,50.89,49.62,74.08,20.35,65.6,33.89,27.95,,11.04,13.42,10.76
5/5/2011,33.65,50.61,49.17,73.97,20.33,64.46,33.32,27.47,,11.04,13.45,10.79
5/6/2011,33.79,50.85,49.4,74.43,20.46,64.77,33.45,27.59,,11.04,13.46,10.79
5/9/2011,33.98,51.23,49.59,75.27,20.65,65,33.56,27.71,,11.04,13.46,10.79
5/10/2011,34.28,51.7,50.02,76.23,20.96,65.49,33.85,27.92,,11.05,13.47,10.8
5/11/2011,33.9,51.08,49.52,75.2,20.68,64.58,33.41,27.55,,11.06,13.49,10.82
5/12/2011,34.07,51.46,49.65,75.65,20.77,64.52,33.37,27.5,,11.07,13.51,10.84
5/13/2011,33.77,51.04,49.24,74.88,20.59,63.68,32.94,27.15,,11.08,13.53,10.86
5/16/2011,33.53,50.46,49.03,73.81,20.37,63.58,32.84,27.06,,11.08,13.54,10.86
5/17/2011,33.5,50.34,49.06,73.44,20.24,63.62,32.84,27.07,,11.08,13.56,10.88
5/18/2011,33.84,50.9,49.45,74.76,20.55,63.97,33.05,27.27,,11.09,13.57,10.89
5/19/2011,33.91,51.1,49.57,74.81,20.57,64.44,33.16,27.39,,11.09,13.56,10.89
5/20/2011,33.66,50.74,49.13,74.44,20.42,63.88,32.79,27.13,,11.09,13.56,10.88
5/23/2011,33.23,49.95,48.52,73.05,20.05,62.39,32.05,26.53,,11.09,13.55,10.88
5/24/2011,33.19,49.85,48.49,72.81,19.98,62.78,32.25,26.72,,11.09,13.55,10.88
5/25/2011,33.34,50.15,48.62,73.69,20.19,63.04,32.43,26.81,,11.08,13.55,10.88
5/26/2011,33.52,50.52,48.87,74.55,20.37,63.6,32.67,27.04,,11.08,13.55,10.88
5/27/2011,33.68,50.65,49.14,75.04,20.5,64.28,33.01,27.3,,11.08,13.55,10.88
5/31/2011,34.04,51.16,49.56,75.87,20.72,65.46,33.45,27.75,,11.08,13.55,10.88
6/1/2011,33.25,50.05,48.44,73.82,20.2,64.26,32.84,27.28,,11.09,13.56,10.9
6/2/2011,33.21,50.37,48.44,73.85,20.2,64.48,32.85,27.32,,11.09,13.57,10.91
6/3/2011,32.87,49.7,48.03,72.75,19.93,64.4,32.84,27.3,,11.09,13.58,10.91
6/6/2011,32.48,49.07,47.52,71.48,19.62,63.66,32.51,27.02,,11.09,13.58,10.91
6/7/2011,32.48,49.14,47.51,71.58,19.68,64.03,32.78,27.21,,11.09,13.57,10.91
6/8/2011,32.31,48.68,47.25,70.63,19.47,63.18,32.49,26.92,,11.09,13.57,10.91
6/9/2011,32.54,49.02,47.65,71.23,19.62,63.53,32.67,27.07,,11.09,13.58,10.92
6/10/2011,32.07,48.14,47.05,70.12,19.3,62.24,31.99,26.53,,11.09,13.58,10.92
6/13/2011,32.07,47.99,47.16,69.8,19.24,62.41,32.12,26.6,,11.09,13.58,10.92
6/14/2011,32.51,48.78,47.65,71.26,19.63,63.13,32.48,26.94,,11.09,13.57,10.91
6/15/2011,31.95,47.79,46.8,70.17,19.28,61.53,31.67,26.3,,11.09,13.57,10.91
6/16/2011,31.99,47.58,46.96,70.01,19.23,61.06,31.48,26.12,,11.09,13.58,10.93
6/17/2011,32.07,47.61,47.16,70.02,19.27,61.39,31.69,26.28,,11.09,13.58,10.93
6/20/2011,32.25,47.81,47.37,70.57,19.48,61.2,31.57,26.19,,11.09,13.58,10.93
6/21/2011,32.74,48.84,47.95,72.35,19.92,62.57,32.12,26.67,,11.09,13.58,10.93
6/22/2011,32.54,48.46,47.61,72.02,19.8,62.05,31.92,26.51,,11.09,13.59,10.95
6/23/2011,32.34,48.67,47.45,72.22,19.85,61.53,31.62,26.26,,11.09,13.6,10.95
6/24/2011,31.99,48.01,46.93,71.44,19.64,61.17,31.49,26.1,,11.09,13.61,10.96
6/27/2011,32.26,48.51,47.35,71.99,19.83,61.68,31.64,26.23,,11.09,13.6,10.96
6/28/2011,32.71,49.44,47.82,73.31,20.17,62.52,32.01,26.52,,11.09,13.58,10.94
6/29/2011,32.97,50.04,47.73,73.75,20.3,63.65,32.55,26.97,,11.08,13.56,10.92
6/30/2011,33.29,50.61,48.2,74.44,20.47,64.56,32.99,27.34,,11.08,13.55,10.9
7/1/2011,33.79,51.51,48.89,75.7,20.85,65.33,33.42,27.63,,11.08,13.55,10.9
7/5/2011,33.77,51.71,48.76,75.87,20.88,65.31,33.36,27.57,,11.08,13.55,10.9
7/6/2011,33.83,51.84,48.81,76.14,20.92,64.93,33.15,27.42,,11.08,13.55,10.91
7/7/2011,34.2,52.51,49.23,77.12,21.15,65.53,33.41,27.65,,11.07,13.54,10.9
7/8/2011,33.97,52.16,48.86,76.7,20.99,65,33.08,27.41,,11.08,13.55,10.91
7/11/2011,33.32,51.01,47.9,74.82,20.51,63.12,32.16,26.69,,11.08,13.58,10.93
7/12/2011,33.17,50.61,47.64,74.28,20.39,62.5,31.92,26.49,,11.1,13.61,10.96
7/13/2011,33.3,50.83,47.75,74.86,20.51,63.57,32.41,26.9,,11.1,13.61,10.96
7/14/2011,33.03,50.3,47.51,73.84,20.26,63.08,32.18,26.74,,11.1,13.62,10.97
7/15/2011,33.23,50.84,47.59,74.37,20.38,63.35,32.31,26.83,,11.1,13.62,10.97
7/18/2011,32.91,50.44,47.16,73.16,20.12,62.34,31.73,26.44,,11.1,13.62,10.97
7/19/2011,33.48,51.53,47.85,74.8,20.53,63.23,32.13,26.78,,11.1,13.62,10.97
7/20/2011,33.46,51.25,47.9,74.3,20.5,63.79,32.48,27.02,,11.1,13.63,10.98
7/21/2011,33.88,51.68,48.62,74.81,20.7,64.63,33.11,27.45,,11.11,13.62,10.97
7/22/2011,33.93,52,48.57,75.23,20.76,64.84,33.22,27.54,,11.11,13.63,10.98
7/25/2011,33.71,51.81,48.3,74.46,20.57,64.7,33.01,27.42,,11.11,13.63,10.98
7/26/2011,33.57,51.73,48.03,73.98,20.43,65.08,33.19,27.55,,11.11,13.63,10.98
7/27/2011,32.83,50.21,47.15,71.87,19.88,63.85,32.49,27.05,,11.11,13.63,10.97
7/28/2011,32.73,50.31,47.01,71.62,19.77,63.64,32.5,26.97,,11.11,13.63,10.97
7/29/2011,32.55,50.07,46.71,71.31,19.65,63.44,32.43,26.91,,11.12,13.64,10.98
8/1/2011,32.4,49.87,46.5,70.65,19.53,63.04,32.19,26.75,,11.12,13.66,11
8/2/2011,31.54,48.4,45.36,68.41,18.86,61.27,31.41,26.13,,11.13,13.7,11.04
8/3/2011,31.72,49.03,45.58,68.85,18.99,61.17,31.33,26.05,,11.14,13.76,11.1
8/4/2011,30.11,46.36,43.44,64.59,17.84,57.3,29.51,24.55,,11.15,13.81,11.14
8/5/2011,30,46.17,43.43,63.46,17.6,57.48,29.61,24.53,,11.15,13.8,11.14
8/8/2011,27.89,42.94,40.47,58.13,16.09,53.34,27.65,22.91,,11.15,13.79,11.12
8/9/2011,29.3,45.24,42.36,61.68,17.12,56.47,28.94,24.04,,11.15,13.79,11.12
8/10/2011,28.06,43.42,40.51,59.23,16.5,53.8,27.46,22.98,,11.16,13.82,11.13
8/11/2011,29.39,45.49,42.31,62.27,17.42,56.08,28.54,23.9,,11.16,13.81,11.12
8/12/2011,29.55,45.95,42.51,63,17.5,56.77,28.86,24.11,,11.16,13.81,11.12
8/15/2011,30.23,46.73,43.48,64.58,18.02,57.99,29.53,24.67,,11.16,13.81,11.12
8/16/2011,29.9,46.13,43.07,63.34,17.75,57.26,29.28,24.42,,11.16,13.81,11.12
8/17/2011,29.91,45.79,43.18,62.95,17.69,57.71,29.42,24.58,,11.16,13.81,11.12
8/18/2011,28.51,43.08,41.39,59.06,16.68,54.74,28.04,23.47,,11.17,13.85,11.15
8/19/2011,28.06,42.32,40.71,58,16.39,53.97,27.54,23.08,,11.17,13.85,11.15
8/22/2011,28.06,42.47,40.67,57.94,16.38,54.18,27.68,23.19,,11.17,13.84,11.15
8/23/2011,29.07,44.36,41.96,60.7,17.11,55.76,28.34,23.79,,11.17,13.83,11.13
8/24/2011,29.45,44.9,42.58,61.55,17.38,55.79,28.33,23.77,,11.16,13.79,11.1
8/25/2011,28.95,44.05,41.97,60.2,16.98,54.88,27.92,23.39,,11.16,13.79,11.1
8/26/2011,29.46,45.14,42.51,61.86,17.43,55.7,28.21,23.66,,11.16,13.79,11.1
8/29/2011,30.37,46.49,43.75,64.56,18.13,56.92,28.79,24.18,,11.16,13.79,11.1
8/30/2011,30.46,46.78,43.74,65.02,18.21,57.1,28.85,24.21,,11.16,13.79,11.1
8/31/2011,30.59,46.94,44.07,65.09,18.25,58.17,29.41,24.64,,11.16,13.79,11.1
9/1/2011,30.19,46.39,43.56,63.91,17.92,58,29.32,24.53,,11.16,13.8,11.11
9/2/2011,29.39,45.13,42.42,61.84,17.36,56.53,28.58,23.98,,11.17,13.83,11.14
9/6/2011,29.19,45.01,41.98,61.45,17.26,54.71,27.56,23.19,,11.17,13.86,11.17
9/7/2011,30.09,46.5,43.24,63.93,17.88,56.59,28.45,23.89,,11.17,13.86,11.17
9/8/2011,29.75,46.02,42.69,62.93,17.65,55.79,28.07,23.54,,11.17,13.87,11.18
9/9/2011,28.94,44.66,41.56,61.04,17.15,53.96,27.2,22.83,,11.17,13.88,11.19
9/12/2011,29.14,45.03,41.8,61.59,17.23,53.34,26.87,22.54,,11.17,13.88,11.19
9/13/2011,29.46,45.56,42.18,62.8,17.52,53.62,27.13,22.73,,11.17,13.88,11.19
9/14/2011,29.88,46.32,42.75,64.01,17.83,54.19,27.33,22.85,,11.16,13.87,11.18
9/15/2011,30.37,47.03,43.44,65.01,18.09,55.17,27.85,23.3,,11.16,13.85,11.17
9/16/2011,30.52,47.19,43.62,65.1,18.16,55.38,27.93,23.36,,11.16,13.85,11.18
9/19/2011,30.2,46.95,43.08,64.36,17.97,53.98,27.25,22.8,,11.16,13.86,11.18
9/20/2011,30.08,46.62,43.11,63.35,17.75,54.11,27.31,22.82,,11.16,13.86,11.19
9/21/2011,29.17,45.52,41.81,61.37,17.08,52.69,26.58,22.22,,11.16,13.87,11.21
9/22/2011,28.07,43.91,40.53,59.09,16.45,50.06,25.52,21.26,,11.17,13.94,11.28
9/23/2011,28.27,44.31,40.79,59.83,16.63,50.18,25.73,21.34,,11.17,13.94,11.28
9/26/2011,28.9,45.05,41.89,61.01,17,50.72,26.01,21.58,,11.16,13.92,11.27
9/27/2011,29.25,45.62,42.37,62.28,17.27,52.38,26.8,22.21,,11.15,13.88,11.24
9/28/2011,28.57,44.5,41.53,60.13,16.69,51.32,26.45,21.86,,11.14,13.85,11.22
9/29/2011,28.81,44.19,42.08,60.48,16.77,51.78,26.93,22.18,,11.13,13.84,11.21
9/30/2011,28.07,42.82,41.06,58.79,16.3,50.16,26.15,21.62,,11.13,13.84,11.21
10/3/2011,27.17,41.58,39.83,55.83,15.55,48.53,25.35,20.97,,11.13,13.83,11.21
10/4/2011,27.9,42.66,40.71,58.38,16.19,48.92,25.56,21.09,,11.12,13.82,11.2
10/5/2011,28.42,43.64,41.39,59.74,16.53,50.06,26,21.46,,11.09,13.74,11.15
10/6/2011,28.98,44.59,42.3,61.28,16.99,51.78,26.76,22.06,,11.07,13.69,11.1
10/7/2011,28.69,43.99,42,60.31,16.7,51.68,26.68,21.99,,11.06,13.67,11.09
10/10/2011,29.69,45.62,43.39,62.69,17.42,53.73,27.67,22.79,,11.06,13.67,11.09
10/11/2011,29.72,45.91,43.33,62.98,17.45,53.69,27.63,22.75,,11.06,13.67,11.08
10/12/2011,30.04,46.29,43.79,63.99,17.69,54.71,28.17,23.19,,11.05,13.65,11.07
10/13/2011,29.97,46.41,43.57,64.02,17.7,54.79,28.17,23.16,,11.05,13.67,11.08
10/14/2011,30.5,47.48,44.23,65.25,18.05,55.56,28.54,23.46,,11.05,13.66,11.08
10/17/2011,29.86,46.4,43.32,63.39,17.61,54.25,27.97,22.98,,11.05,13.68,11.09
10/18/2011,30.5,47.28,44.22,64.76,17.99,54.86,28.24,23.23,,11.06,13.71,11.12
10/19/2011,30.09,46.21,43.89,63.65,17.68,53.94,27.93,22.92,,11.06,13.71,11.12
10/20/2011,30.22,46.16,44.15,63.78,17.77,53.66,27.84,22.81,,11.06,13.72,11.12
10/21/2011,30.81,47.09,45.06,65.17,18.19,54.76,28.48,23.3,,11.06,13.72,11.12
10/24/2011,31.31,48.17,45.62,67.41,18.71,56.18,29.06,23.79,,11.06,13.72,11.12
10/25/2011,30.64,47.02,44.69,65.7,18.25,55.41,28.61,23.44,,11.07,13.73,11.13
10/26/2011,30.99,47.15,45.28,66.68,18.54,56.05,29.02,23.75,,11.07,13.75,11.14
10/27/2011,32.1,49.14,46.79,69.83,19.3,59.03,30.49,24.92,,11.06,13.71,11.11
10/28/2011,32.1,49.33,46.71,69.85,19.27,58.92,30.36,24.85,,11.07,13.71,11.11
10/31/2011,31.31,48.06,45.59,68.04,18.84,56.42,28.98,23.81,,11.07,13.75,11.13
11/1/2011,30.41,46.6,44.38,65.69,18.25,54.55,28.06,23.08,,11.09,13.8,11.18
11/2/2011,30.93,47.47,45.09,67.07,18.67,55.66,28.49,23.41,,11.09,13.79,11.17
11/3/2011,31.54,48.63,45.91,68.69,19.09,56.82,29.03,23.85,,11.08,13.78,11.16
11/4/2011,31.38,48.55,45.67,68.41,19.03,56.47,28.79,23.65,,11.08,13.78,11.16
11/7/2011,31.53,48.62,46.04,68.25,19.03,56.44,28.9,23.75,,11.08,13.78,11.16
11/8/2011,31.91,49.31,46.58,68.88,19.2,57.12,29.16,23.97,,11.08,13.78,11.15
11/9/2011,30.7,47.33,44.83,65.91,18.42,54.44,27.85,22.92,,11.09,13.81,11.17
11/10/2011,30.96,47.25,45.29,66.38,18.57,54.65,27.99,23.02,,11.09,13.8,11.16
11/11/2011,31.58,48.33,46.14,68.08,18.96,56.08,28.69,23.56,,11.09,13.8,11.16
11/14/2011,31.28,47.99,45.64,67.36,18.77,55.28,28.35,23.26,,11.09,13.78,11.15
11/15/2011,31.46,48.35,45.84,67.91,18.92,55.17,28.31,23.2,,11.08,13.77,11.13
11/16/2011,30.95,47.56,45,66.82,18.54,54.15,27.85,22.82,,11.08,13.77,11.14
11/17/2011,30.42,46.44,44.33,65.49,18.17,53.3,27.53,22.54,,11.09,13.78,11.14
11/18/2011,30.41,46.22,44.4,65.16,18.16,53.14,27.46,22.5,,11.09,13.79,11.16
11/21/2011,29.84,45.38,43.61,63.81,17.77,51.77,26.75,21.93,,11.09,13.8,11.16
11/22/2011,29.7,45.31,43.43,63.4,17.67,51.68,26.67,21.87,,11.09,13.8,11.17
11/23/2011,29.02,44.26,42.45,61.62,17.2,50.23,25.96,21.28,,11.1,13.81,11.17
11/25/2011,28.92,44.02,42.37,61.05,17.09,49.86,25.81,21.14,,11.1,13.81,11.17
11/28/2011,29.82,45.63,43.53,63.77,17.74,51.92,26.85,21.96,,11.09,13.8,11.15
11/29/2011,29.88,45.48,43.69,63.75,17.77,52.16,27.02,22.12,,11.09,13.8,11.15
11/30/2011,31.22,47.45,45.61,67.15,18.6,54.76,28.25,23.13,,11.1,13.8,11.15
12/1/2011,31.14,47.5,45.47,66.84,18.54,54.83,28.19,23.05,,11.1,13.8,11.15
12/2/2011,31.16,47.54,45.49,66.94,18.59,54.82,28.21,23.06,,11.11,13.83,11.17
12/5/2011,31.5,48.06,46,68.08,18.79,55.17,28.44,23.26,,11.11,13.83,11.18
12/6/2011,31.51,47.94,46.1,67.87,18.74,54.97,28.32,23.17,,11.12,13.88,11.21
12/7/2011,31.56,47.84,46.29,67.66,18.69,55.1,28.43,23.25,,11.13,13.91,11.24
12/8/2011,30.86,46.88,45.23,65.83,18.2,53.55,27.66,22.63,,11.14,13.93,11.24
12/9/2011,31.42,47.75,45.98,67.58,18.6,54.6,28.13,23,,11.14,13.93,11.24
12/12/2011,30.95,47.04,45.25,66.39,18.3,53.08,27.39,22.41,,11.14,13.93,11.25
12/13/2011,30.63,46.32,44.93,65.1,17.99,52.27,27.09,22.12,,11.14,13.93,11.25
12/14/2011,30.26,45.48,44.5,63.75,17.69,51.38,26.68,21.81,,11.14,13.95,11.26
12/15/2011,30.39,45.46,44.67,64.27,17.86,51.57,26.79,21.88,,11.14,13.96,11.27
12/16/2011,30.52,45.75,44.79,64.91,18.04,50.53,26.75,21.89,,11.14,13.97,11.28
12/19/2011,30.13,45.33,44.23,63.78,17.73,49.92,26.43,21.62,,11.14,13.97,11.28
12/20/2011,30.9,46.83,45.51,66.29,18.38,51.58,27.23,21.59,,11.15,13.98,11.29
12/21/2011,30.96,46.5,45.73,66.2,18.44,51.34,27.16,21.57,,11.15,13.98,11.29
12/22/2011,31.22,46.86,46.17,66.85,18.58,51.82,27.4,21.76,,11.15,13.98,11.29
12/23/2011,31.49,47.23,46.59,67.23,18.72,52.09,27.57,21.89,,11.15,13.98,11.29
12/27/2011,31.51,47.07,45.99,67.26,18.57,52.06,26.68,21.84,,11.14,13.98,11.29
12/28/2011,31.08,46.43,45.45,65.88,18.23,51.27,26.22,21.48,,11.15,14.01,11.32
12/29/2011,31.43,46.9,45.96,66.76,18.44,51.81,26.54,21.76,,11.15,14.02,11.32
12/30/2011,31.3,46.73,45.75,66.46,18.34,51.99,26.63,21.84,,11.16,14.03,11.33
1/3/2012,31.77,47.44,46.5,67.24,18.55,53.72,27.46,22.47,,11.16,14.03,11.33
1/4/2012,31.76,47.31,46.52,66.98,18.5,53.42,27.32,22.39,,11.16,14.04,11.35
1/5/2012,31.88,47.43,46.58,67.6,18.66,52.91,26.95,22.13,,11.16,14.06,11.37
1/6/2012,31.82,47.4,46.45,67.53,18.65,52.37,26.68,21.93,,11.16,14.08,11.39
1/9/2012,31.91,47.5,46.62,67.87,18.74,52.67,26.76,22,,11.17,14.11,11.41
1/10/2012,32.22,48.08,47.04,68.67,19,53.49,27.19,22.33,,11.17,14.13,11.44
1/11/2012,32.26,48,47.07,68.78,19.01,53.39,27.11,22.26,,11.18,14.17,11.48
1/12/2012,32.34,48.33,47.25,69.01,19.08,53.69,27.2,22.37,,11.18,14.19,11.5
1/13/2012,32.18,48.1,46.98,68.53,19,53.27,26.96,22.19,,11.19,14.23,11.54
1/17/2012,32.28,48.51,47,68.72,19.05,54.08,27.31,22.48,,11.19,14.25,11.56
1/18/2012,32.68,49.27,47.37,69.98,19.34,55.18,27.77,22.84,,11.19,14.26,11.57
1/19/2012,32.85,49.71,47.51,70.59,19.45,55.7,28.1,23.08,,11.19,14.23,11.54
1/20/2012,32.87,49.27,47.72,70.36,19.42,55.74,28.25,23.15,,11.18,14.19,11.5
1/23/2012,32.88,49.33,47.74,70.27,19.41,56.05,28.46,23.31,,11.17,14.17,11.49
