Date,Close/Last,Volume,Open,High,Low,Adjusted Close
08/06/2021,195.15,N/A,195.15,195.15,195.15,195.15
08/05/2021,196.64,N/A,196.64,196.64,196.64,196.64
08/04/2021,195.01,N/A,195.01,195.01,195.01,195.01
08/03/2021,193.62,N/A,193.62,193.62,193.62,193.62
08/02/2021,192.63,N/A,192.63,192.63,192.63,192.63
07/30/2021,192.22,N/A,192.22,192.22,192.22,192.22
07/29/2021,194.69,N/A,194.69,194.69,194.69,194.69
07/28/2021,195.1,N/A,195.1,195.1,195.1,195.1
07/27/2021,193.63,N/A,193.63,193.63,193.63,193.63
07/26/2021,196.07,N/A,196.07,196.07,196.07,196.07
07/23/2021,196.75,N/A,196.75,196.75,196.75,196.75
07/22/2021,193.1,N/A,193.1,193.1,193.1,193.1
07/21/2021,191.7,N/A,191.7,191.7,191.7,191.7
07/20/2021,189.8,N/A,189.8,189.8,189.8,189.8
07/19/2021,186.41,N/A,186.41,186.41,186.41,186.41
07/16/2021,187.36,N/A,187.36,187.36,187.36,187.36
07/15/2021,188.25,N/A,188.25,188.25,188.25,188.25
07/14/2021,189.58,N/A,189.58,189.58,189.58,189.58
07/13/2021,191.28,N/A,191.28,191.28,191.28,191.28
07/12/2021,192.24,N/A,192.24,192.24,192.24,192.24
07/09/2021,192.23,N/A,192.23,192.23,192.23,192.23
07/08/2021,189.97,N/A,189.97,189.97,189.97,189.97
07/07/2021,191.62,N/A,191.62,191.62,191.62,191.62
07/06/2021,192.41,N/A,192.41,192.41,192.41,192.41
07/02/2021,190.79,N/A,190.79,190.79,190.79,190.79
07/01/2021,189.34,N/A,189.34,189.34,189.34,189.34
06/30/2021,189.35,N/A,189.35,189.35,189.35,189.35
06/29/2021,190.21,N/A,190.21,190.21,190.21,190.21
06/28/2021,189.84,N/A,189.84,189.84,189.84,189.84
06/25/2021,188.17,N/A,188.17,188.17,188.17,188.17
06/24/2021,188.14,N/A,188.14,188.14,188.14,188.14
06/23/2021,186.53,N/A,186.53,186.53,186.53,186.53
06/22/2021,185.85,N/A,185.85,185.85,185.85,185.85
06/21/2021,183.64,N/A,183.64,183.64,183.64,183.64
06/18/2021,182.55,N/A,182.55,182.55,182.55,182.55
06/17/2021,182.91,N/A,182.91,182.91,182.91,182.91
06/16/2021,179.36,N/A,179.36,179.36,179.36,179.36
06/15/2021,179.46,N/A,179.46,179.46,179.46,179.46
06/14/2021,181.22,N/A,181.22,181.22,181.22,181.22
06/11/2021,179.48,N/A,179.48,179.48,179.48,179.48
06/10/2021,178.38,N/A,178.38,178.38,178.38,178.38
06/09/2021,176.26,N/A,176.26,176.26,176.26,176.26
06/08/2021,176.88,N/A,176.88,176.88,176.88,176.88
06/07/2021,176.18,N/A,176.18,176.18,176.18,176.18
06/04/2021,174.54,N/A,174.54,174.54,174.54,174.54
06/03/2021,172.24,N/A,172.24,172.24,172.24,172.24
06/02/2021,174.89,N/A,174.89,174.89,174.89,174.89
06/01/2021,174.4,N/A,174.4,174.4,174.4,174.4
05/28/2021,174.6,N/A,174.6,174.6,174.6,174.6
05/27/2021,174.28,N/A,174.28,174.28,174.28,174.28
05/26/2021,174.04,N/A,174.04,174.04,174.04,174.04
05/25/2021,172.79,N/A,172.79,172.79,172.79,172.79
05/24/2021,172.49,N/A,172.49,172.49,172.49,172.49
05/21/2021,169.48,N/A,169.48,169.48,169.48,169.48
05/20/2021,170.19,N/A,170.19,170.19,170.19,170.19
05/19/2021,166.44,N/A,166.44,166.44,166.44,166.44
05/18/2021,166.51,N/A,166.51,166.51,166.51,166.51
05/17/2021,166.59,N/A,166.59,166.59,166.59,166.59
05/14/2021,167.27,N/A,167.27,167.27,167.27,167.27
05/13/2021,162.88,N/A,162.88,162.88,162.88,162.88
05/12/2021,163.04,N/A,163.04,163.04,163.04,163.04
05/11/2021,168.25,N/A,168.25,168.25,168.25,168.25
05/10/2021,167.63,N/A,167.63,167.63,167.63,167.63
05/07/2021,172.53,N/A,172.53,172.53,172.53,172.53
05/06/2021,170.68,N/A,170.68,170.68,170.68,170.68
05/05/2021,171.88,N/A,171.88,171.88,171.88,171.88
05/04/2021,173.65,N/A,173.65,173.65,173.65,173.65
05/03/2021,177.26,N/A,177.26,177.26,177.26,177.26
04/30/2021,179.46,N/A,179.46,179.46,179.46,179.46
04/29/2021,181.49,N/A,181.49,181.49,181.49,181.49
04/28/2021,182.54,N/A,182.54,182.54,182.54,182.54
04/27/2021,182.15,N/A,182.15,182.15,182.15,182.15
04/26/2021,182.76,N/A,182.76,182.76,182.76,182.76
04/23/2021,180.44,N/A,180.44,180.44,180.44,180.44
04/22/2021,177.4,N/A,177.4,177.4,177.4,177.4
04/21/2021,178.67,N/A,178.67,178.67,178.67,178.67
04/20/2021,176.66,N/A,176.66,176.66,176.66,176.66
04/19/2021,178.56,N/A,178.56,178.56,178.56,178.56
04/16/2021,181.2,N/A,181.2,181.2,181.2,181.2
04/15/2021,181.72,N/A,181.72,181.72,181.72,181.72
04/14/2021,178.49,N/A,178.49,178.49,178.49,178.49
04/13/2021,181,N/A,181,181,181,181
04/12/2021,177.71,N/A,177.71,177.71,177.71,177.71
04/09/2021,177.9,N/A,177.9,177.9,177.9,177.9
04/08/2021,176.8,N/A,176.8,176.8,176.8,176.8
04/07/2021,174.09,N/A,174.09,174.09,174.09,174.09
04/06/2021,174.26,N/A,174.26,174.26,174.26,174.26
04/05/2021,172.86,N/A,172.86,172.86,172.86,172.86
04/01/2021,171.13,N/A,171.13,171.13,171.13,171.13
03/31/2021,167.76,N/A,167.76,167.76,167.76,167.76
03/30/2021,164.45,N/A,164.45,164.45,164.45,164.45
03/29/2021,164.53,N/A,164.53,164.53,164.53,164.53
03/26/2021,166.23,N/A,166.23,166.23,166.23,166.23
03/25/2021,164.21,N/A,164.21,164.21,164.21,164.21
03/24/2021,164.73,N/A,164.73,164.73,164.73,164.73
03/23/2021,169.17,N/A,169.17,169.17,169.17,169.17
03/22/2021,170.72,N/A,170.72,170.72,170.72,170.72
03/19/2021,168.5,N/A,168.5,168.5,168.5,168.5
03/18/2021,167.08,N/A,167.08,167.08,167.08,167.08
03/17/2021,173.2,N/A,173.2,173.2,173.2,173.2
03/16/2021,172.37,N/A,172.37,172.37,172.37,172.37
03/15/2021,172.89,N/A,172.89,172.89,172.89,172.89
03/12/2021,171.24,N/A,171.24,171.24,171.24,171.24
03/11/2021,172.38,N/A,172.38,172.38,172.38,172.38
03/10/2021,166.94,N/A,166.94,166.94,166.94,166.94
03/09/2021,167.44,N/A,167.44,167.44,167.44,167.44
03/08/2021,160.75,N/A,160.75,160.75,160.75,160.75
03/05/2021,165.01,N/A,165.01,165.01,165.01,165.01
03/04/2021,163.7,N/A,163.7,163.7,163.7,163.7
03/03/2021,168.27,N/A,168.27,168.27,168.27,168.27
03/02/2021,175.24,N/A,175.24,175.24,175.24,175.24
03/01/2021,178.42,N/A,178.42,178.42,178.42,178.42
02/26/2021,172.9,N/A,172.9,172.9,172.9,172.9
02/25/2021,171.25,N/A,171.25,171.25,171.25,171.25
02/24/2021,178.23,N/A,178.23,178.23,178.23,178.23
02/23/2021,177.45,N/A,177.45,177.45,177.45,177.45
02/22/2021,179.02,N/A,179.02,179.02,179.02,179.02
02/19/2021,184.47,N/A,184.47,184.47,184.47,184.47
02/18/2021,184.32,N/A,184.32,184.32,184.32,184.32
02/17/2021,184.92,N/A,184.92,184.92,184.92,184.92
02/16/2021,186.64,N/A,186.64,186.64,186.64,186.64
02/12/2021,187.62,N/A,187.62,187.62,187.62,187.62
02/11/2021,186.48,N/A,186.48,186.48,186.48,186.48
02/10/2021,185.62,N/A,185.62,185.62,185.62,185.62
02/09/2021,184.96,N/A,184.96,184.96,184.96,184.96
02/08/2021,183.97,N/A,183.97,183.97,183.97,183.97
02/05/2021,182.52,N/A,182.52,182.52,182.52,182.52
02/04/2021,181.06,N/A,181.06,181.06,181.06,181.06
02/03/2021,178.01,N/A,178.01,178.01,178.01,178.01
02/02/2021,178.43,N/A,178.43,178.43,178.43,178.43
02/01/2021,174.55,N/A,174.55,174.55,174.55,174.55
01/29/2021,170.38,N/A,170.38,170.38,170.38,170.38
01/28/2021,173.46,N/A,173.46,173.46,173.46,173.46
01/27/2021,171.08,N/A,171.08,171.08,171.08,171.08
01/26/2021,176.01,N/A,176.01,176.01,176.01,176.01
01/25/2021,177.06,N/A,177.06,177.06,177.06,177.06
01/22/2021,176.78,N/A,176.78,176.78,176.78,176.78
01/21/2021,176.78,N/A,176.78,176.78,176.78,176.78
01/20/2021,176.24,N/A,176.24,176.24,176.24,176.24
01/19/2021,172.33,N/A,172.33,172.33,172.33,172.33
01/15/2021,170.61,N/A,170.61,170.61,170.61,170.61
01/14/2021,172.3,N/A,172.3,172.3,172.3,172.3
01/13/2021,173.57,N/A,173.57,173.57,173.57,173.57
01/12/2021,172.41,N/A,172.41,172.41,172.41,172.41
01/11/2021,171.63,N/A,171.63,171.63,171.63,171.63
01/08/2021,173.83,N/A,173.83,173.83,173.83,173.83
01/07/2021,171.52,N/A,171.52,171.52,171.52,171.52
01/06/2021,166.67,N/A,166.67,166.67,166.67,166.67
01/05/2021,168.88,N/A,168.88,168.88,168.88,168.88
01/04/2021,167.23,N/A,167.23,167.23,167.23,167.23
12/31/2020,169.97,N/A,169.97,169.97,169.97,169.97
12/30/2020,170.31,N/A,170.31,170.31,170.31,170.31
12/29/2020,169.91,N/A,169.91,169.91,169.91,169.91
12/28/2020,170.15,N/A,170.15,170.15,170.15,170.15
12/24/2020,170.89,N/A,170.89,170.89,170.89,170.89
12/23/2020,170.59,N/A,170.59,170.59,170.59,170.59
12/22/2020,172.38,N/A,172.38,172.38,172.38,172.38
12/21/2020,170.94,N/A,170.94,170.94,170.94,170.94
12/18/2020,171.21,N/A,171.21,171.21,171.21,171.21
12/17/2020,170.51,N/A,170.51,170.51,170.51,170.51
12/16/2020,168.17,N/A,168.17,168.17,168.17,168.17
12/15/2020,173.27,N/A,173.27,173.27,173.27,166.4854
12/14/2020,171.66,N/A,171.66,171.66,171.66,164.9384
12/11/2020,170.84,N/A,170.84,170.84,170.84,164.1505
12/10/2020,171.06,N/A,171.06,171.06,171.06,164.3619
12/09/2020,169.08,N/A,169.08,169.08,169.08,162.4595
12/08/2020,172.89,N/A,172.89,172.89,172.89,166.1203
12/07/2020,172.01,N/A,172.01,172.01,172.01,165.2747
12/04/2020,170.65,N/A,170.65,170.65,170.65,163.968
12/03/2020,169.3,N/A,169.3,169.3,169.3,162.6708
12/02/2020,168.76,N/A,168.76,168.76,168.76,162.152
12/01/2020,169.38,N/A,169.38,169.38,169.38,162.7477
11/30/2020,168.48,N/A,168.48,168.48,168.48,161.883
11/27/2020,168.45,N/A,168.45,168.45,168.45,161.8541
11/25/2020,166.48,N/A,166.48,166.48,166.48,159.9613
11/24/2020,164.43,N/A,164.43,164.43,164.43,157.9915
11/23/2020,163.21,N/A,163.21,163.21,163.21,156.8193
11/20/2020,162.15,N/A,162.15,162.15,162.15,155.8008
11/19/2020,162.67,N/A,162.67,162.67,162.67,156.3005
11/18/2020,160.61,N/A,160.61,160.61,160.61,154.3211
11/17/2020,161.21,N/A,161.21,161.21,161.21,154.8976
11/16/2020,160.37,N/A,160.37,160.37,160.37,154.0905
11/13/2020,159.65,N/A,159.65,159.65,159.65,153.3987
11/12/2020,159.13,N/A,159.13,159.13,159.13,152.8991
11/11/2020,159.94,N/A,159.94,159.94,159.94,153.6773
11/10/2020,156.47,N/A,156.47,156.47,156.47,150.3432
11/09/2020,159.8,N/A,159.8,159.8,159.8,153.5428
11/06/2020,164.16,N/A,164.16,164.16,164.16,157.7321
11/05/2020,163.1,N/A,163.1,163.1,163.1,156.7136
11/04/2020,158.94,N/A,158.94,158.94,158.94,152.7165
11/03/2020,151.97,N/A,151.97,151.97,151.97,146.0194
11/02/2020,149,N/A,149,149,149,143.1657
10/30/2020,148.53,N/A,148.53,148.53,148.53,142.7141
10/29/2020,153.32,N/A,153.32,153.32,153.32,147.3166
10/28/2020,152.09,N/A,152.09,152.09,152.09,146.1347
10/27/2020,157.66,N/A,157.66,157.66,157.66,151.4866
10/26/2020,156.54,N/A,156.54,156.54,156.54,150.4105
10/23/2020,159.23,N/A,159.23,159.23,159.23,152.9951
10/22/2020,158.31,N/A,158.31,158.31,158.31,152.1112
10/21/2020,158.69,N/A,158.69,158.69,158.69,152.4763
10/20/2020,159.74,N/A,159.74,159.74,159.74,153.4852
10/19/2020,159.74,N/A,159.74,159.74,159.74,153.4852
10/16/2020,161.76,N/A,161.76,161.76,161.76,155.4261
10/15/2020,162.13,N/A,162.13,162.13,162.13,155.7816
10/14/2020,163.22,N/A,163.22,163.22,163.22,156.8289
10/13/2020,164.76,N/A,164.76,164.76,164.76,158.3086
10/12/2020,163.97,N/A,163.97,163.97,163.97,157.5495
10/09/2020,161.09,N/A,161.09,161.09,161.09,154.7823
10/08/2020,158.51,N/A,158.51,158.51,158.51,152.3033
10/07/2020,157.89,N/A,157.89,157.89,157.89,151.7076
10/06/2020,154.63,N/A,154.63,154.63,154.63,148.5753
10/05/2020,157.06,N/A,157.06,157.06,157.06,150.9101
10/02/2020,153.97,N/A,153.97,153.97,153.97,147.9411
10/01/2020,156.8,N/A,156.8,156.8,156.8,150.6603
09/30/2020,154.05,N/A,154.05,154.05,154.05,148.018
09/29/2020,152.96,N/A,152.96,152.96,152.96,146.9707
09/28/2020,152.72,N/A,152.72,152.72,152.72,146.7401
09/25/2020,150.21,N/A,150.21,150.21,150.21,144.3283
09/24/2020,146.58,N/A,146.58,146.58,146.58,140.8405
09/23/2020,146.41,N/A,146.41,146.41,146.41,140.6771
09/22/2020,150.82,N/A,150.82,150.82,150.82,144.9145
09/21/2020,148.59,N/A,148.59,148.59,148.59,142.7718
09/18/2020,147.89,N/A,147.89,147.89,147.89,142.0992
09/17/2020,148.59,N/A,148.59,148.59,148.59,142.7718
09/16/2020,150.63,N/A,150.63,150.63,150.63,144.7319
09/15/2020,152.74,N/A,152.74,152.74,152.74,146.7593
09/14/2020,150.51,N/A,150.51,150.51,150.51,144.6166
09/11/2020,147.51,N/A,147.51,147.51,147.51,141.7341
09/10/2020,148.63,N/A,148.63,148.63,148.63,142.8102
09/09/2020,150.92,N/A,150.92,150.92,150.92,145.0105
09/08/2020,146.77,N/A,146.77,146.77,146.77,141.023
09/04/2020,153.07,N/A,153.07,153.07,153.07,147.0764
09/03/2020,156.28,N/A,156.28,156.28,156.28,150.1607
09/02/2020,164.84,N/A,164.84,164.84,164.84,158.3855
09/01/2020,164.34,N/A,164.34,164.34,164.34,157.9051
08/31/2020,161.11,N/A,161.11,161.11,161.11,154.8015
08/28/2020,160.07,N/A,160.07,160.07,160.07,153.8023
08/27/2020,159.1,N/A,159.1,159.1,159.1,152.8702
08/26/2020,159.58,N/A,159.58,159.58,159.58,153.3314
08/25/2020,155.01,N/A,155.01,155.01,155.01,148.9404
08/24/2020,153.57,N/A,153.57,153.57,153.57,147.5568
08/21/2020,153.24,N/A,153.24,153.24,153.24,147.2397
08/20/2020,152.91,N/A,152.91,152.91,152.91,146.9226
08/19/2020,150.68,N/A,150.68,150.68,150.68,144.7799
08/18/2020,151.48,N/A,151.48,151.48,151.48,145.5486
08/17/2020,149.9,N/A,149.9,149.9,149.9,144.0305
08/14/2020,147.71,N/A,147.71,147.71,147.71,141.9262
08/13/2020,148.11,N/A,148.11,148.11,148.11,142.3106
08/12/2020,146.87,N/A,146.87,146.87,146.87,141.1191
08/11/2020,144.01,N/A,144.01,144.01,144.01,138.3711
08/10/2020,146.36,N/A,146.36,146.36,146.36,140.6291
08/07/2020,147.98,N/A,147.98,147.98,147.98,142.1857
08/06/2020,150.21,N/A,150.21,150.21,150.21,144.3283
08/05/2020,149.06,N/A,149.06,149.06,149.06,143.2234
08/04/2020,147.6,N/A,147.6,147.6,147.6,141.8205
08/03/2020,147.3,N/A,147.3,147.3,147.3,141.5323
07/31/2020,144.77,N/A,144.77,144.77,144.77,139.1013
07/30/2020,143.44,N/A,143.44,143.44,143.44,137.8234
07/29/2020,143.21,N/A,143.21,143.21,143.21,137.6024
07/28/2020,140.53,N/A,140.53,140.53,140.53,135.0274
07/27/2020,142.16,N/A,142.16,142.16,142.16,136.5935
07/24/2020,139.63,N/A,139.63,139.63,139.63,134.1626
07/23/2020,140.66,N/A,140.66,140.66,140.66,135.1523
07/22/2020,143.96,N/A,143.96,143.96,143.96,138.3231
07/21/2020,143.21,N/A,143.21,143.21,143.21,137.6024
07/20/2020,145.03,N/A,145.03,145.03,145.03,139.3512
07/17/2020,140.34,N/A,140.34,140.34,140.34,134.8448
07/16/2020,139.65,N/A,139.65,139.65,139.65,134.1818
07/15/2020,140.99,N/A,140.99,140.99,140.99,135.4694
07/14/2020,140.1,N/A,140.1,140.1,140.1,134.6142
07/13/2020,138.77,N/A,138.77,138.77,138.77,133.3363
07/10/2020,142.73,N/A,142.73,142.73,142.73,137.1412
07/09/2020,141.81,N/A,141.81,141.81,141.81,136.2573
07/08/2020,140.97,N/A,140.97,140.97,140.97,135.4501
07/07/2020,138.8,N/A,138.8,138.8,138.8,133.3651
07/06/2020,139.66,N/A,139.66,139.66,139.66,134.1914
07/02/2020,136.49,N/A,136.49,136.49,136.49,131.1456
07/01/2020,135.58,N/A,135.58,135.58,135.58,130.2712
06/30/2020,133.09,N/A,133.09,133.09,133.09,127.8787
06/29/2020,130.41,N/A,130.41,130.41,130.41,125.3036
06/26/2020,129.36,N/A,129.36,129.36,129.36,124.2947
06/25/2020,132.41,N/A,132.41,132.41,132.41,127.2253
06/24/2020,130.61,N/A,130.61,130.61,130.61,125.4958
06/23/2020,134.12,N/A,134.12,134.12,134.12,128.8684
06/22/2020,133.35,N/A,133.35,133.35,133.35,128.1285
06/19/2020,131.49,N/A,131.49,131.49,131.49,126.3413
06/18/2020,131.61,N/A,131.61,131.61,131.61,126.4566
06/17/2020,130.77,N/A,130.77,130.77,130.77,125.6495
06/16/2020,130.18,N/A,130.18,130.18,130.18,125.0826
06/15/2020,127.91,N/A,127.91,127.91,127.91,122.9015
06/12/2020,125.85,N/A,125.85,125.85,125.85,120.9222
06/11/2020,124.62,N/A,124.62,124.62,124.62,119.7403
06/10/2020,131.32,N/A,131.32,131.32,131.32,126.178
06/09/2020,129.83,N/A,129.83,129.83,129.83,124.7463
06/08/2020,129.62,N/A,129.62,129.62,129.62,124.5446
06/05/2020,128.58,N/A,128.58,128.58,128.58,123.5453
06/04/2020,126.39,N/A,126.39,126.39,126.39,121.441
06/03/2020,128.18,N/A,128.18,128.18,128.18,123.1609
06/02/2020,127.21,N/A,127.21,127.21,127.21,122.2289
06/01/2020,126.16,N/A,126.16,126.16,126.16,121.22
05/29/2020,125.12,N/A,125.12,125.12,125.12,120.2208
05/28/2020,123.35,N/A,123.35,123.35,123.35,118.5201
05/27/2020,122.99,N/A,122.99,122.99,122.99,118.1742
05/26/2020,122.53,N/A,122.53,122.53,122.53,117.7322
05/22/2020,122.91,N/A,122.91,122.91,122.91,118.0973
05/21/2020,122.05,N/A,122.05,122.05,122.05,117.271
05/20/2020,122.85,N/A,122.85,122.85,122.85,118.0397
05/19/2020,120.65,N/A,120.65,120.65,120.65,115.9258
05/18/2020,120.73,N/A,120.73,120.73,120.73,116.0027
05/15/2020,118.77,N/A,118.77,118.77,118.77,114.1194
05/14/2020,117.57,N/A,117.57,117.57,117.57,112.9664
05/13/2020,116.63,N/A,116.63,116.63,116.63,112.0632
05/12/2020,118.18,N/A,118.18,118.18,118.18,113.5525
05/11/2020,120.41,N/A,120.41,120.41,120.41,115.6952
05/08/2020,119.26,N/A,119.26,119.26,119.26,114.5902
05/07/2020,117.87,N/A,117.87,117.87,117.87,113.2547
05/06/2020,115.87,N/A,115.87,115.87,115.87,111.333
05/05/2020,115.06,N/A,115.06,115.06,115.06,110.5547
05/04/2020,112.99,N/A,112.99,112.99,112.99,108.5657
05/01/2020,111.28,N/A,111.28,111.28,111.28,106.9227
04/30/2020,114.82,N/A,114.82,114.82,114.82,110.3241
04/29/2020,114.81,N/A,114.81,114.81,114.81,110.3145
04/28/2020,110.97,N/A,110.97,110.97,110.97,106.6248
04/27/2020,112.74,N/A,112.74,112.74,112.74,108.3255
04/24/2020,111.3,N/A,111.3,111.3,111.3,106.9419
04/23/2020,109.53,N/A,109.53,109.53,109.53,105.2412
04/22/2020,109.5,N/A,109.5,109.5,109.5,105.2124
04/21/2020,106.5,N/A,106.5,106.5,106.5,102.3299
04/20/2020,110.6,N/A,110.6,110.6,110.6,106.2693
04/17/2020,111.36,N/A,111.36,111.36,111.36,106.9996
04/16/2020,109.07,N/A,109.07,109.07,109.07,104.7992
04/15/2020,107.71,N/A,107.71,107.71,107.71,103.4925
04/14/2020,108.77,N/A,108.77,108.77,108.77,104.511
04/13/2020,104.41,N/A,104.41,104.41,104.41,100.3217
04/09/2020,103.89,N/A,103.89,103.89,103.89,99.8221
04/08/2020,102.75,N/A,102.75,102.75,102.75,98.7267
04/07/2020,99.68,N/A,99.68,99.68,99.68,95.7769
04/06/2020,100.28,N/A,100.28,100.28,100.28,96.3534
04/03/2020,93.13,N/A,93.13,93.13,93.13,89.4834
04/02/2020,94.38,N/A,94.38,94.38,94.38,90.6844
04/01/2020,93.6,N/A,93.6,93.6,93.6,89.935
03/31/2020,98.06,N/A,98.06,98.06,98.06,94.2203
03/30/2020,99.5,N/A,99.5,99.5,99.5,95.604
03/27/2020,96.5,N/A,96.5,96.5,96.5,92.7214
03/26/2020,100.09,N/A,100.09,100.09,100.09,96.1709
03/25/2020,94.92,N/A,94.92,94.92,94.92,91.2033
03/24/2020,94.22,N/A,94.22,94.22,94.22,90.5307
03/23/2020,86.61,N/A,86.61,86.61,86.61,83.2187
03/20/2020,87.16,N/A,87.16,87.16,87.16,83.7471
03/19/2020,89.95,N/A,89.95,89.95,89.95,86.4279
03/18/2020,87.78,N/A,87.78,87.78,87.78,84.3429
03/17/2020,92.28,N/A,92.28,92.28,92.28,88.6667
03/16/2020,87.61,N/A,87.61,87.61,87.61,84.1795
03/13/2020,99.78,N/A,99.78,99.78,99.78,95.873
03/12/2020,92.38,N/A,92.38,92.38,92.38,88.7627
03/11/2020,101.79,N/A,101.79,101.79,101.79,97.8043
03/10/2020,106.99,N/A,106.99,106.99,106.99,102.8007
03/09/2020,101.93,N/A,101.93,101.93,101.93,97.9388
03/06/2020,109.87,N/A,109.87,109.87,109.87,105.5679
03/05/2020,112.14,N/A,112.14,112.14,112.14,107.749
03/04/2020,115.75,N/A,115.75,115.75,115.75,111.2177
03/03/2020,111.38,N/A,111.38,111.38,111.38,107.0188
03/02/2020,114.43,N/A,114.43,114.43,114.43,109.9493
02/28/2020,109.63,N/A,109.63,109.63,109.63,105.3373
02/27/2020,109.54,N/A,109.54,109.54,109.54,105.2508
02/26/2020,114.65,N/A,114.65,114.65,114.65,110.1607
02/25/2020,114.68,N/A,114.68,114.68,114.68,110.1896
02/24/2020,118.21,N/A,118.21,118.21,118.21,113.5813
02/21/2020,122.9,N/A,122.9,122.9,122.9,118.0877
02/20/2020,125.05,N/A,125.05,125.05,125.05,120.1535
02/19/2020,125.77,N/A,125.77,125.77,125.77,120.8453
02/18/2020,124.63,N/A,124.63,124.63,124.63,119.75
02/14/2020,124.09,N/A,124.09,124.09,124.09,119.2311
02/13/2020,123.53,N/A,123.53,123.53,123.53,118.693
02/12/2020,123.38,N/A,123.38,123.38,123.38,118.5489
02/11/2020,122.34,N/A,122.34,122.34,122.34,117.5496
02/10/2020,122.35,N/A,122.35,122.35,122.35,117.5592
02/07/2020,120.86,N/A,120.86,120.86,120.86,116.1276
02/06/2020,121.34,N/A,121.34,121.34,121.34,116.5888
02/05/2020,120.56,N/A,120.56,120.56,120.56,115.8393
02/04/2020,121.16,N/A,121.16,121.16,121.16,116.4158
02/03/2020,118.39,N/A,118.39,118.39,118.39,113.7543
01/31/2020,116.34,N/A,116.34,116.34,116.34,111.7846
01/30/2020,118.1,N/A,118.1,118.1,118.1,113.4756
01/29/2020,117.47,N/A,117.47,117.47,117.47,112.8703
01/28/2020,117.19,N/A,117.19,117.19,117.19,112.6013
01/27/2020,115.61,N/A,115.61,115.61,115.61,111.0831
01/24/2020,117.59,N/A,117.59,117.59,117.59,112.9856
01/23/2020,118.6,N/A,118.6,118.6,118.6,113.9561
01/22/2020,118.32,N/A,118.32,118.32,118.32,113.687
01/21/2020,118.18,N/A,118.18,118.18,118.18,113.5525
01/17/2020,117.83,N/A,117.83,117.83,117.83,113.2162
01/16/2020,117.42,N/A,117.42,117.42,117.42,112.8223
01/15/2020,116.34,N/A,116.34,116.34,116.34,111.7846
01/14/2020,115.98,N/A,115.98,115.98,115.98,111.4387
01/13/2020,116.32,N/A,116.32,116.32,116.32,111.7653
01/10/2020,115.03,N/A,115.03,115.03,115.03,110.5259
01/09/2020,115.29,N/A,115.29,115.29,115.29,110.7757
01/08/2020,114.27,N/A,114.27,114.27,114.27,109.7956
01/07/2020,113.28,N/A,113.28,113.28,113.28,108.8444
01/06/2020,113.28,N/A,113.28,113.28,113.28,108.8444
01/03/2020,112.38,N/A,112.38,112.38,112.38,107.9796
01/02/2020,112.99,N/A,112.99,112.99,112.99,108.5657
12/31/2019,111.41,N/A,111.41,111.41,111.41,107.0476
12/30/2019,111.07,N/A,111.07,111.07,111.07,106.7209
12/27/2019,112.15,N/A,112.15,112.15,112.15,107.7586
12/26/2019,112.24,N/A,112.24,112.24,112.24,107.8451
12/24/2019,111.41,N/A,111.41,111.41,111.41,107.0476
12/23/2019,111.29,N/A,111.29,111.29,111.29,106.9323
12/20/2019,111.12,N/A,111.12,111.12,111.12,106.769
12/19/2019,110.59,N/A,110.59,110.59,110.59,106.2597
12/18/2019,109.76,N/A,109.76,109.76,109.76,105.4622
12/17/2019,109.56,N/A,109.56,109.56,109.56,105.27
12/16/2019,109.7,N/A,109.7,109.7,109.7,105.4046
12/13/2019,108.63,N/A,108.63,108.63,108.63,104.3765
12/12/2019,112.66,N/A,112.66,112.66,112.66,103.9271
12/11/2019,112.23,N/A,112.23,112.23,112.23,103.5305
12/10/2019,111.87,N/A,111.87,111.87,111.87,103.1984
12/09/2019,112.06,N/A,112.06,112.06,112.06,103.3736
12/06/2019,112.53,N/A,112.53,112.53,112.53,103.8072
12/05/2019,111.74,N/A,111.74,111.74,111.74,103.0784
12/04/2019,111.7,N/A,111.7,111.7,111.7,103.0415
12/03/2019,111.36,N/A,111.36,111.36,111.36,102.7279
12/02/2019,111.61,N/A,111.61,111.61,111.61,102.9585
11/29/2019,113.21,N/A,113.21,113.21,113.21,104.4345
11/27/2019,113.67,N/A,113.67,113.67,113.67,104.8588
11/26/2019,112.98,N/A,112.98,112.98,112.98,104.2223
11/25/2019,112.43,N/A,112.43,112.43,112.43,103.7149
11/22/2019,111.12,N/A,111.12,111.12,111.12,102.5065
11/21/2019,111.06,N/A,111.06,111.06,111.06,102.4511
11/20/2019,111.41,N/A,111.41,111.41,111.41,102.774
11/19/2019,111.49,N/A,111.49,111.49,111.49,102.8478
11/18/2019,111.02,N/A,111.02,111.02,111.02,102.4142
11/15/2019,110.86,N/A,110.86,110.86,110.86,102.2666
11/14/2019,109.84,N/A,109.84,109.84,109.84,101.3257
11/13/2019,109.39,N/A,109.39,109.39,109.39,100.9106
11/12/2019,109.24,N/A,109.24,109.24,109.24,100.7722
11/11/2019,108.85,N/A,108.85,108.85,108.85,100.4125
11/08/2019,108.58,N/A,108.58,108.58,108.58,100.1634
11/07/2019,108.11,N/A,108.11,108.11,108.11,99.7298
11/06/2019,108.06,N/A,108.06,108.06,108.06,99.6837
11/05/2019,108.01,N/A,108.01,108.01,108.01,99.6376
